# theta_star=30.0,redshift=0.873
# x,y,kappa_star,slope,chi2
1.107566933480223526e+02,8.791399594060362688e+01,2.429605203158047011e-01,8.657057392733606971e-01,9.524691436681614505e+03
1.112876599426247708e+02,3.788751970230770638e+01,4.723917800570108239e-01,7.402051116837162770e-01,9.492360921581224829e+03
8.488178794557512674e+01,9.232254686605594429e+01,8.687377774389997143e-01,7.404144601710358486e-01,9.949429110559196488e+03
