# theta_star=30.0,redshift=0.873
# x,y,kappa_star,slope,chi2
2.364541218886650142e+01,1.172064647996014628e+02,5.186505713516115890e+00,1.000000316949747059e-01,9.369061668041154917e+03
1.085074740744803705e+02,3.195665166343376029e+01,4.694112776410363175e+00,1.000006845156628937e-01,9.390000585288027651e+03
