# theta_star=30.0,redshift=0.873
# x,y,kappa_star,slope,chi2
4.694793509047502766e+01,1.080495980420763829e+02,7.661276821100500012e-01,4.000000000000000222e-01,9.396602817908820725e+03
9.651858232955362382e+01,2.454931767250438668e+01,6.455349176471784078e-01,4.000000000000000222e-01,9.412111619734765554e+03
