# theta_star=30.0,redshift=0.873
# x,y,kappa_star,slope,chi2
2.365881522013752658e+01,1.172033411518626593e+02,4.880985781194380202e+00,1.000008017246683256e-01,9.364861858427258994e+03
1.085184084041937354e+02,3.187983728280042328e+01,3.949772051929991701e+00,1.000000021691211799e-01,9.380384226188656612e+03
1.209335679164834403e+02,4.716209224023504021e+01,1.587056128845628633e-01,7.105045596463080981e-01,9.399423772568341519e+03
4.693624669792928472e+01,1.081525189433711489e+02,4.337158825790303485e-02,1.046450704542538412e+00,9.408452682371040282e+03
