# theta_star=30.0,redshift=0.873
# x,y,kappa_star,slope,chi2
1.107566859513029982e+02,8.791400052453593617e+01,2.430559848113231503e-01,8.656298110851863292e-01,9.524715631245499026e+03
1.112537982124559193e+02,3.788640035956514396e+01,4.306707158521141388e-01,7.715907919438590445e-01,9.502158753567684471e+03
8.488178694972573624e+01,9.232255052037734799e+01,8.692437801232044681e-01,7.403004358591493972e-01,9.949675267309070477e+03
