ID,NAME,z,ra,dec,x ,y,xc,yc,a,f1,f2,g1,g2,xs,ys
365,abell2744_140,3.1426,3.575832932,-30.4265122,178.8004935,42.95572174,-1.388502675,-1.309611511,0.178896046,-1.0701378,-0.17777252,1.137250518,-0.247307844,180.1889962,44.26533326
366,abell2744_145,1.3971,3.57884549,-30.42556522,166.1977474,44.14430074,-4.639856612,-3.530594527,0.630883229,0.212657092,0.246443846,0.257041001,0.021467303,170.837604,47.67489527
367,abell2744_149,1.3382,3.595844367,-30.42612357,116.9432807,43.87268402,-1.126357261,-1.789984541,0.187392387,-1.300369321,-0.333875981,0.270034237,-1.123840871,118.069638,45.66266856
368,abell2744_154,0.9727,3.592110503,-30.42545966,128.0780582,46.88090344,-1.582056753,-1.173002651,0.463332813,-0.111129405,0.022389101,-0.467794586,-0.261297421,129.660115,48.05390609
369,abell2744_157ep2,0.332,3.5940091,-30.42497866,122.6713193,48.56381332,-1.09497828,-1.221144749,0.418274322,-0.075841036,-0.036572541,-0.093935959,-0.060182939,123.7662976,49.78495807
370,abell2744_163,3.0562,3.590636721,-30.42551329,133.3843446,46.57343438,-0.850725039,-1.287740951,0.125971595,-0.289417917,-1.601337292,-2.528173672,2.58278936,134.2350696,47.86117533
371,abell2744_164,4.1506,3.599610785,-30.42540008,104.1793768,46.6672838,-2.198187879,-1.598388423,0.260154511,0.084070144,-0.159776696,-0.165334727,-0.634337059,106.3775647,48.26567223
372,abell2744_169,1.1835,3.578192741,-30.42506244,172.4617829,48.74926859,-0.402184251,-0.735552018,0.264660151,0.054281136,-0.360084378,-0.989495127,-1.648543934,172.8639672,49.48482061
373,abell2744_170,0.4699,3.579352601,-30.42494102,167.6976688,48.37427524,-1.565839777,-1.547777336,0.281601904,0.177412027,0.102473687,-0.334874837,0.503343826,169.2635086,49.92205258
374,abell2744_173,0.3324,3.586321301,-30.42493082,146.5672248,48.43328926,-1.06379767,-1.525447737,0.177408944,-1.599004029,-0.11592611,0.398457636,-0.173168806,147.6310225,49.958737
375,abell2744_180,1.3485,3.587257105,-30.42483825,143.628421,49.47204105,-1.097632814,-0.819874268,0.205186391,-0.07247062,0.156160175,0.008082495,-0.711051654,144.7260538,50.29191532
376,abell2744_182,0.3731,3.583915087,-30.42456205,153.6258899,50.01328879,-1.474585119,-1.273191749,0.323010262,-0.581274872,0.089827066,0.207579483,-0.227914376,155.100475,51.28648054
377,abell2744_183,0.4577,3.574433297,-30.4220545,182.2048088,58.84886385,-2.330226199,-1.463856522,0.486598341,0.160103453,0.052539302,-0.090028425,-0.169668798,184.535035,60.31272037
380,abell2744_191,4.7507,3.581999537,-30.42460056,159.2811894,49.59093134,-1.765624579,-1.556927641,0.187324989,0.334811703,-0.1685977,0.905281104,0.506440825,161.046814,51.14785898
381,abell2744_193,1.5993,3.582367476,-30.42377462,158.1131122,54.00398903,-1.791563039,-0.117255378,0.582429653,0.059159069,-0.388786079,-0.232231847,0.562617089,159.9046752,54.12124441
382,abell2744_194,4.0743,3.580306357,-30.42442903,163.5388475,49.92633877,-2.764032979,-1.838948149,0.166876672,1.45699641,0.464657273,1.455736716,3.173571605,166.3028805,51.76528692
383,abell2744_195,4.0743,3.580166398,-30.4243853,166.1949792,50.71527612,-0.542375382,-1.207425398,0.145745064,-2.593604393,0.099344502,0.498939708,0.652604981,166.7373546,51.92270152
384,abell2744_196ep2,3.0343,3.588744619,-30.42429638,138.823166,50.01670699,-1.285203216,-2.22568638,0.252517587,0.215005318,0.026422207,0.500884224,0.196173104,140.1083692,52.24239337
385,abell2744_198ep2,0.8389,3.598971599,-30.42405215,107.1540695,51.76580681,-1.207015637,-1.352700048,0.228171409,0.186150247,-0.435822108,-0.353356508,-0.307280353,108.3610851,53.11850686
386,abell2744_202,0.379,3.583790507,-30.42197402,154.5841947,59.73374672,-0.902998963,-0.869615619,0.706849795,-0.042796461,-0.042255513,-0.054325516,0.082953618,155.4871937,60.60336234
389,abell2744_207,0.3466,3.577736624,-30.42397676,171.7434545,53.11586987,-2.536609291,-0.277322888,0.272587037,0.28842092,-0.325382323,-0.032757949,0.027468636,174.2800638,53.39319276
390,abell2744_212,2.8995,3.575395348,-30.42366196,181.09094,52.77846053,-0.457150696,-1.747641339,0.199650463,-0.648507194,1.194179369,0.150089756,-2.050900086,181.5480907,54.52610187
392,abell2744_215,0.9359,3.583709399,-30.42363685,154.9411663,52.62133737,-0.797814716,-1.99586136,0.262589943,-1.108056144,0.255980275,-0.105195884,0.210754717,155.738981,54.61719873
394,abell2744_233,0.7715,3.584640944,-30.42175837,150.6668963,60.04483892,-2.180255201,-1.334851059,0.841712166,-0.082692732,-0.015364636,-0.035980159,0.021403158,152.8471515,61.37968998
395,abell2744_234,1.3473,3.585877801,-30.42297988,146.9235591,55.74233608,-2.084055103,-1.239812807,0.22463,0.101782247,-0.446645707,0.910083852,0.472396053,149.0076142,56.98214889
396,abell2744_236,0.6941,3.594118609,-30.4230864,122.6510241,54.67462556,-0.77470406,-1.922410504,0.15548656,-0.40282301,-0.384559848,0.623278701,0.438493596,123.4257282,56.59703606
397,abell2744_238,2.5639,3.569129746,-30.42247856,200.7539742,57.69721467,-0.244824159,-1.087327982,0.325711029,-0.661837071,-0.524365054,0.440122312,-0.090073032,200.9987984,58.78454266
398,abell2744_239,4.3475,3.593574772,-30.42296719,123.5372821,55.53035122,-1.576638531,-1.496013466,0.138513252,-0.647983903,-2.162230131,0.581832956,-0.56680431,125.1139206,57.02636468
399,abell2744_241,1.2358,3.577401384,-30.42271438,174.0327559,55.69705755,-1.288236495,-2.240641336,0.235846314,-0.397252199,-0.135154108,0.202977406,-0.091171507,175.3209923,57.93769888
400,abell2744_243,0.7194,3.602020045,-30.42278336,97.18186585,55.9337781,-1.715300956,-1.75086869,0.12458227,0.264536891,-1.130794522,0.780747972,-0.822942057,98.8971668,57.68464679
401,abell2744_245,5.1785,3.577166957,-30.4225811,174.1323706,55.89737687,-1.916381421,-2.520104857,0.128108632,-0.31645539,1.912296299,0.117799266,1.778151349,176.048752,58.41748173
402,abell2744_246,0.7839,3.580882952,-30.42181361,162.0192778,57.67042714,-2.49393948,-3.510406866,0.407048034,0.160328601,0.242052024,0.149044478,0.116546818,164.5132173,61.180834
403,abell2744_248,0.8313,3.587338036,-30.42243681,141.7757148,58.28395116,-2.698833759,-0.653105879,0.168495283,1.147865546,-1.241910607,1.299996438,1.111573824,144.4745485,58.93705704
404,abell2744_250,0.7251,3.569075747,-30.42220441,201.0919727,57.7440107,-0.07458167,-2.027449385,0.240671885,-0.457288154,0.527762222,0.270833024,-0.418179514,201.1665544,59.77146009
406,abell2744_253,1.8397,3.591191051,-30.4218444,135.5791231,59.43919876,3.065688938,-1.629833875,0.386838913,0.181737175,0.452260996,-0.196021798,-0.705498899,132.5134341,61.06903263
407,abell2744_262,0.353,3.5876519,-30.42176969,141.3750703,60.66008526,-2.125060623,-0.67854201,0.283568769,-0.006226559,-0.225550258,-0.652856871,-0.249442615,143.500131,61.33862727
408,abell2744_264,0.4004,3.592085469,-30.42162727,128.1601684,60.88242573,-1.576635697,-0.968035349,0.288863591,-0.01922449,-0.128575301,0.076192329,-0.192561275,129.7368041,61.85046108
409,abell2744_265,0.3407,3.602692235,-30.42180612,95.88160712,59.82439583,-0.928288278,-1.377939995,0.176808322,-1.348695978,-0.632468573,1.135668786,-0.677485775,96.8098954,61.20233583
410,abell2744_270,0.4905,3.589922101,-30.42172101,135.6502129,59.7141198,-0.802439521,-1.799396828,0.257450334,-0.48441049,0.346170058,0.44065438,0.011007098,136.4526524,61.51351663
411,abell2744_273,0.3694,3.594413931,-30.4217372,121.3211328,59.79094338,-1.187367357,-1.663117645,0.206151864,-0.474116844,0.152866126,-1.136255273,0.53767847,122.5085002,61.45406103
414,abell2744_281ep2,0.4264,3.584217146,-30.42072064,152.7800567,63.30015722,-1.382688007,-1.81534282,0.464207814,-0.082541301,0.001001343,-0.035644682,-0.007006751,154.1627447,65.11550004
415,abell2744_287,2.4539,3.569040371,-30.42129236,199.3136035,62.13931983,-1.963194508,-0.915466474,0.370376234,-0.103808699,0.027298305,-0.364352768,-0.484690604,201.276798,63.05478631
416,abell2744_289,0.8547,3.595518374,-30.42134257,117.7215746,61.3917021,-1.358213309,-1.482640581,0.193646227,0.202058302,-0.281376519,0.159632481,0.239232753,119.0797879,62.87434268
417,abell2744_290,1.0689,3.594986189,-30.42099394,121.5908763,65.38040193,0.859122615,1.250796552,0.316943931,-0.718722218,-0.389020551,0.029156013,0.399181715,120.7317537,64.12960537
418,abell2744_293,0.6051,3.583738931,-30.42104907,152.7663465,63.19281369,-2.880955446,-0.740376241,0.230625122,0.338477193,-0.208131834,0.915582341,0.289531719,155.6473019,63.93318993
420,abell2744_306,1.2336,3.594836284,-30.42064349,119.1737902,63.34476778,-2.023196859,-2.046475899,0.224275907,0.813806826,0.356430946,0.191184897,-1.684294181,121.196987,65.39124368
424,abell2744_313,0.3873,3.598145806,-30.42036961,108.1623875,64.2936257,-2.760486356,-2.082337534,0.480450632,0.143777163,0.114028786,0.17362246,0.107521303,110.9228738,66.37596323
425,abell2744_314,0.7338,3.582315469,-30.42008835,158.9026235,64.72878249,-1.163657627,-2.662989522,0.375688088,0.114785216,0.299401757,-0.169876551,-0.097829606,160.0662811,67.39177201
426,abell2744_316,2.9205,3.597350905,-30.42034229,111.2157768,64.70019706,-2.174759721,-1.774467937,0.233579963,0.171071946,0.118383301,-0.798526685,0.36600515,113.3905365,66.474665
427,abell2744_319,0.3191,3.580900755,-30.42058696,162.6284505,63.99013911,-1.829608734,-1.606599495,0.196522203,-0.390855283,0.153543042,0.811790341,-1.0378015,164.4580592,65.5967386
428,abell2744_324,0.3189,3.581087287,-30.42009794,160.9018284,65.41453302,-2.97720655,-1.942689004,0.38547208,0.21715736,0.194938935,-0.000269461,-0.134273438,163.879035,67.35722203
429,abell2744_327,1.0355,3.575029664,-30.42025053,180.5604333,64.94929287,-2.123781706,-1.857844221,0.183747038,0.08088753,0.132502873,-0.255545278,0.752938542,182.684215,66.80713709
430,abell2744_331,1.1016,3.595261314,-30.42001165,115.8899486,66.83826704,-3.987356372,-0.827475992,0.372122496,0.050205401,-0.438455124,0.844159435,0.115790001,119.877305,67.66574303
431,abell2744_335,2.3273,3.601312324,-30.41945638,97.25863313,68.14028279,-3.833650579,-1.521823475,0.392076959,0.596699867,0.593773393,-0.339772469,0.006034409,101.0922837,69.66210627
432,abell2744_339,0.9358,3.568691829,-30.41923551,200.7631965,69.1940808,-1.596580586,-1.265243529,0.331688305,-0.057019873,0.083975247,0.169908623,0.250152348,202.359777,70.45932433
434,abell2744_343,1.4921,3.569708961,-30.4196126,197.9751808,67.28666373,-1.226827059,-1.815491219,0.209189934,-0.215763215,-0.118135196,0.020189724,-1.103562413,199.2020079,69.10215495
435,abell2744_347,0.3261,3.595403272,-30.41940055,118.2329882,68.38223502,-1.203396971,-1.483413202,0.261251576,-0.177409651,-0.127349547,-0.093685465,0.096956665,119.4363852,69.86564822
436,abell2744_348ep2,0.4729,3.579408299,-30.41876282,170.9475789,69.95911887,1.856127571,-2.204396091,0.685425747,-0.182425862,-0.144704893,0.148624458,0.267445757,169.0914513,72.16351496
437,abell2744_350,1,3.574461384,-30.4193722,180.8894999,69.37157223,-3.559133855,-0.597431824,0.19407768,1.316467932,-0.598804447,-0.105699251,0.460875508,184.4486337,69.96900405
438,abell2744_351ep2,0.333,3.579180217,-30.41915403,168.5554296,69.15707094,-1.244028492,-1.59808837,0.380054931,-0.111561234,-0.191512143,0.160005236,-0.029092846,169.7994581,70.75515931
439,abell2744_354,2.1778,3.601518443,-30.41926784,98.37131265,69.02650099,-2.080988224,-1.314263277,0.223527143,0.004962905,-1.125538677,0.256788399,-0.462113819,100.4523009,70.34076426
440,abell2744_356,0.3364,3.59824471,-30.41931257,108.4232085,69.07508579,-2.192140234,-1.106194979,0.293659764,0.089386051,-0.366338658,0.527060152,-0.826582338,110.6153487,70.18128077
441,abell2744_361ep2,0.3955,3.570117514,-30.41857934,195.3998816,70.25989817,-2.534257678,-2.562144528,0.320095144,0.165405149,0.660395218,-0.427057915,-0.447682069,197.9341392,72.8220427
443,abell2744_364,0.3732,3.578734117,-30.41875458,169.7934397,70.95114363,-1.390964049,-1.24199714,0.311403558,0.30445956,-0.192807996,0.068384196,-0.076441619,171.1844038,72.19314077
445,abell2744_370,1.0006,3.596281876,-30.41856155,114.5324518,70.38029467,-2.176048978,-2.505425227,0.212424341,0.360223723,0.745387755,-0.374958029,0.331266342,116.7085008,72.8857199
446,abell2744_376,0.7897,3.601046821,-30.4183274,99.86588246,71.30518408,-2.050010655,-2.421370978,0.164692967,0.840125086,0.545319678,-0.078063731,0.351168922,101.9158931,73.72655506
447,abell2744_377,0.328,3.580857975,-30.41824209,162.6183086,72.68203265,-1.972769384,-1.356239549,0.178867949,-0.141602452,-0.075803437,-0.3369016,0.072968043,164.5910779,74.0382722
449,abell2744_381,0.4298,3.598367286,-30.41828314,108.9376752,72.20082054,-1.296667049,-1.686346296,0.203919156,0.016263354,-0.348362359,-0.739929732,-0.574319048,110.2343422,73.88716684
450,abell2744_382,0.4594,3.601743708,-30.41815776,97.33127719,73.36948627,-2.421070938,-0.967438814,0.226980319,0.438368008,-0.000701757,-0.213823023,0.967135657,99.75234813,74.33692508
452,abell2744_389,0.4584,3.574180419,-30.4179973,183.2787022,73.95398397,-2.0425761,-0.964568552,0.145080832,-0.313537053,-0.159926156,0.61300788,3.001568918,185.3212783,74.91855252
453,abell2744_390,0.5194,3.59671538,-30.41783726,114.5622701,74.50692429,-0.800142579,-0.986050717,0.238527299,-0.113800812,-0.021279859,0.629449924,-0.682571334,115.3624127,75.492975
454,abell2744_393,0.5298,3.578799558,-30.41719966,167.0986972,74.38461642,-3.882790461,-3.406214613,0.468470719,0.116477842,0.372862865,-0.173355348,0.521643846,170.9814877,77.79083103
455,abell2744_395,4.2393,3.597723684,-30.41783608,110.4151736,73.78656633,-1.816997495,-1.710258332,0.205083529,-0.194323886,0.228345259,0.498374223,-0.742998685,112.2321711,75.49682466
456,abell2744_396,2.93,3.577071676,-30.41762225,176.2888768,74.04106679,-0.056701525,-2.228211652,0.276942795,-0.413003962,0.332320605,-0.173483926,0.282121728,176.3455784,76.26927845
457,abell2744_397,2.3768,3.574920438,-30.41743551,182.6822309,75.42574628,-0.341849662,-1.515403056,0.22136849,-0.637705394,0.563983311,-0.004093006,-1.312662093,183.0240806,76.94114934
458,abell2744_403,2.8585,3.592597954,-30.41733997,126.2753711,75.92926582,-1.86929265,-1.35530039,0.182522723,0.015675548,0.081874015,-0.514721663,0.10059414,128.1446637,77.28456621
459,abell2744_411,2.5093,3.584122034,-30.41684431,152.4248812,79.3146633,-2.033073453,0.244389065,0.255434119,0.436405879,-0.668008076,0.755907883,-0.459440428,154.4579547,79.07027423
460,abell2744_413,3.6319,3.579605433,-30.41716064,166.4154331,76.65111619,-2.064235872,-1.280274349,0.163705622,0.132738671,-1.341541541,1.425341265,-1.153775123,168.479669,77.93139054
461,abell2744_414,0.3422,3.583499097,-30.41695862,154.8466075,77.504394,-1.545249934,-1.154373662,0.253575279,0.359820522,-0.350344853,-0.270674408,0.211993179,156.3918574,78.65876766
463,abell2744_421,0.6747,3.562719744,-30.41599053,221.5107119,81.36410142,0.608931119,-0.774320701,0.490685634,-0.184520338,0.039552631,0.035371412,0.015347942,220.9017808,82.13842212
464,abell2744_422,0.3486,3.606439133,-30.41659061,83.20291067,79.28364119,-1.971583689,-0.692234661,0.219599304,0.293903401,-0.476739277,0.100668196,-0.141115974,85.17449436,79.97587585
465,abell2744_423,1.3145,3.586274881,-30.41656787,143.6453638,78.14879636,-4.129072,-1.916496677,0.319810622,0.549633504,-0.020811078,-0.187468703,0.035514253,147.7744358,80.06529304
467,abell2744_425,1.3145,3.586236951,-30.41644473,143.8567236,80.36536908,-4.035455665,-0.143241314,0.251066195,0.909141563,-1.204397082,-0.141191033,0.838938731,147.8921793,80.5086104
468,abell2744_426,0.3761,3.595467655,-30.41643189,118.0738043,78.64140822,-1.161597292,-1.911366107,0.262440794,-0.070485996,0.018107061,0.0202295,0.457919054,119.2354016,80.55277433
469,abell2744_427,1.3189,3.585832973,-30.41650955,148.7843414,79.90888687,-0.36199422,-0.366394811,0.278584671,-0.137360087,-0.94548645,0.401333301,-0.286817552,149.1463356,80.27528169
470,abell2744_428,0.3925,3.579076246,-30.41610426,168.166132,80.17282053,-1.956543121,-1.561486745,0.247816503,1.193827477,-0.044971473,1.4241954,-0.192405423,170.1226751,81.73430727
473,abell2744_433,0.5429,3.580290518,-30.41629928,164.7697685,79.23420153,-1.583159436,-1.79813568,0.216382807,-0.26523152,-0.123520757,-0.497908677,-0.039387095,166.3529279,81.03233721
475,abell2744_437,0.7157,3.583048544,-30.41610971,156.0966397,80.29824622,-1.693973962,-1.416593138,0.183639519,0.020924689,-0.326522281,-0.122993871,0.670440983,157.7906137,81.71483936
476,abell2744_440,0.7277,3.600705183,-30.41598045,102.0484009,80.72756111,-0.926817903,-1.448180734,0.279015093,-0.254736973,-0.056254163,-0.096843908,1.144311064,102.9752188,82.17574185
477,abell2744_442ep2,0.3823,3.57338229,-30.41610979,186.9424906,79.9665459,-0.857165181,-1.746837253,0.107488758,-1.363709263,1.638183552,1.650951706,-2.581036631,187.7996557,81.71338315
478,abell2744_443,0.3934,3.592400339,-30.41596834,127.4200147,80.50368346,-1.337759223,-1.718801938,0.269637663,-0.17799806,0.15902709,-0.320628508,0.747373916,128.757774,82.2224854
479,abell2744_446,0.5085,3.588285824,-30.41599062,139.9016895,80.94306389,-1.629685346,-1.200077657,0.225566534,-0.114387342,-0.323093596,-0.75956574,0.913277926,141.5313748,82.14314154
480,abell2744_452,3.9538,3.603183032,-30.41570212,91.00819792,84.24187434,-4.27431579,1.065466715,0.21213075,0.585163349,-0.521689143,-0.669676936,-0.384070196,95.28251371,83.17640763
481,abell2744_453,0.7572,3.580437404,-30.41575413,164.3855508,81.14875483,-1.511426075,-1.846115832,0.216537224,-0.017984215,-0.005227561,0.052122456,-0.29543265,165.8969769,82.99487067
482,abell2744_455,0.3581,3.613346765,-30.41544421,61.67918097,83.15345325,-2.049481623,-0.944297119,0.228113522,0.7471643,-0.018991305,-0.070043884,-0.748247801,63.7286626,84.09775037
483,abell2744_456ep2,1.8341,3.59159117,-30.41578449,128.3525452,80.46744493,-2.91726359,-2.417090941,0.220975727,1.054023353,1.161904783,0.407348964,-1.698034029,131.2698088,82.88453587
484,abell2744_462ep2,1.0656,3.573853636,-30.41528649,187.3889469,84.48652084,1.052337392,-0.190830279,0.582936896,0.048335967,-0.31274394,0.11481698,0.133914155,186.3366095,84.67735112
485,abell2744_463,0.4193,3.6143221,-30.41504324,58.90157877,84.32161395,-1.79872906,-1.218802234,0.471543402,-0.03364156,-0.107638206,0.062526547,-0.031718212,60.70030783,85.54041618
486,abell2744_464,1.378,3.568156831,-30.41530436,203.3481741,84.00972663,-0.674400083,-0.601481217,0.199084472,-1.171782792,-0.900619832,0.478273134,0.467199948,204.0225741,84.61120785
487,abell2744_467,1.3768,3.567883015,-30.41536112,203.7931176,80.5925846,-1.079503404,-3.814174,0.208935564,-0.498085605,1.197214409,-0.581831467,-0.184819272,204.872621,84.4067586
488,abell2744_469,2.3105,3.570624416,-30.41534323,195.1453814,83.07419883,-1.21645717,-1.397963146,0.252289306,-0.342589452,0.001721664,-0.254358452,-0.274149268,196.3618385,84.47216197
489,abell2744_471,0.766,3.566417095,-30.41463722,208.1558855,84.57379862,-1.268139256,-2.438361142,0.440749904,-0.14719415,0.247581836,-0.062763375,0.11487022,209.4240248,87.01215976
492,abell2744_478,0.4449,3.576743157,-30.41463036,179.1965976,86.49963975,1.83048137,-0.540373383,0.443517287,-0.40795835,0.022329638,0.257499793,-0.491434586,177.3661162,87.04001313
493,abell2744_479ep2,0.7255,3.58641177,-30.41517758,146.0354736,84.50852419,-1.31386907,-0.561811271,0.143418816,0.179479707,-1.015223496,-0.92394579,-1.172191861,147.3493427,85.07033546
495,abell2744_484ep2,0.4156,3.586143545,-30.4150684,146.6401235,84.43809683,-1.541928448,-1.025301207,0.200562862,0.065988202,-0.076489119,0.473550834,0.071590284,148.1820519,85.46339804
496,abell2744_494ep2,0.6193,3.607225508,-30.4148325,81.39763386,84.65365418,-1.334243516,-1.650876977,0.239495349,0.031359803,0.662286712,-1.126708149,-0.189833947,82.73187738,86.30453115
497,abell2744_495,2.9165,3.60863098,-30.41458675,75.38973472,84.66971193,-2.978579771,-2.518561858,0.296860822,0.911582947,0.530235124,0.379745718,-0.559971138,78.36831449,87.18827378
498,abell2744_497,2.8968,3.609857192,-30.41448598,74.9602501,86.91274584,0.398873922,-0.637380578,0.387075838,-0.255484728,-0.492340221,0.275661909,1.013206836,74.56137618,87.55012642
499,abell2744_498,1.7351,3.585240534,-30.41480001,150.0913159,85.28657963,-0.894163754,-1.143076259,0.264342148,-0.962385474,-0.684001837,-0.190748174,-0.572015695,150.9854797,86.42965589
502,abell2744_506,0.3687,3.580615394,-30.4141028,164.3937597,87.88691638,-0.950802458,-1.05271925,0.271936178,-0.161265262,-0.069240538,0.198314448,0.028449316,165.3445621,88.93963563
503,abell2744_507,0.3525,3.606561042,-30.41422382,83.24851668,86.27871004,-1.545793465,-2.217508217,0.316675072,0.049955252,0.179058606,-0.242562176,0.238935695,84.79431014,88.49621826
504,abell2744_508,0.7443,3.595265768,-30.41396087,117.8522893,86.92448473,-2.008962987,-2.523986999,0.279435849,0.090686605,0.707399653,1.154636875,-0.787189552,119.8612523,89.44847173
505,abell2744_510,0.3528,3.578481309,-30.41441609,170.5689279,86.83539754,-1.401021709,-0.976216808,0.353738286,0.105773138,-0.066696228,0.135674974,-0.218162483,171.9699496,87.81161435
506,abell2744_513,2.8403,3.59743158,-30.41449815,111.70164,86.30670641,-1.435899664,-1.206765243,0.127875659,-0.355458097,-0.285720818,-0.297321204,-1.130740621,113.1375397,87.51347166
510,abell2744_521,0.3797,3.569187615,-30.41419463,199.5588088,87.0631062,-1.264166135,-1.543522755,0.273034205,0.15052259,-0.149999758,0.516552545,0.336209969,200.822975,88.60662895
511,abell2744_522,2.8978,3.60566685,-30.41376407,86.55147865,90.21460588,-1.018596901,0.062699347,0.304631256,0.122229275,-0.457230211,0.417471593,-0.249822109,87.57007555,90.15190654
512,abell2744_526,1.5751,3.579633119,-30.41419338,167.4564707,88.1367472,-0.93763164,-0.47673939,0.372746426,0.248526244,-0.477295383,-0.233445217,0.011917774,168.3941023,88.61348658
514,abell2744_531,0.5425,3.599906511,-30.41357373,103.4796409,91.0683193,-1.973832319,0.22804727,0.454427627,-0.457337499,-0.837670162,-0.23556219,-0.150374103,105.4534732,90.84027203
515,abell2744_532,0.9711,3.563215169,-30.41391476,217.1815644,89.34336378,-2.183512547,-0.26807179,0.269604492,-0.212125351,-0.863030413,0.174591696,-0.053093491,219.3650769,89.61143557
516,abell2744_537ep2,0.3402,3.575658766,-30.41349597,178.9566195,89.80939919,-1.776345657,-1.314221391,0.401381788,0.025159036,-0.003251919,0.207831792,-0.109683663,180.7329652,91.12362058
518,abell2744_541,1.3735,3.614485881,-30.41343825,57.75868982,90.7208999,-2.431581837,-0.59732298,0.224905281,0.233975808,-0.57747983,0.477821738,0.003872322,60.19027166,91.31822288
520,abell2744_547,2.1452,3.591539988,-30.41372076,130.0691561,88.50948423,-1.359036524,-1.80449422,0.27260845,0.186979603,0.441192571,-0.305720102,-0.240793201,131.4281926,90.31397845
521,abell2744_550,2.95,3.56845568,-30.41356499,200.1762491,88.57591642,-2.919379545,-2.297110562,0.205101773,0.582769785,0.988881918,0.429142742,0.03368106,203.0956286,90.87302698
522,abell2744_551,2.2377,3.595642319,-30.41363403,115.424425,90.60051549,-3.267669644,-0.024448886,0.365665448,-1.057442946,-1.05970659,1.162700919,0.57496035,118.6920947,90.62496438
523,abell2744_559,0.6641,3.565537088,-30.41333349,210.6313965,90.78948281,-1.525417408,-0.91568566,0.3556128,0.108115206,0.14209359,0.054694923,-0.35437124,212.1568139,91.70516847
524,abell2744_560,0.6073,3.596254791,-30.41320498,116.1065961,91.04251528,-0.683849146,-1.126827455,0.157871804,-1.032613199,-0.366312885,-0.17563329,0.329659816,116.7904453,92.16934273
525,abell2744_561,0.3335,3.596943819,-30.41312387,113.4253226,90.76990087,-1.22592726,-1.69117417,0.271733465,0.054185972,-0.175723339,-0.778138865,-0.634385684,114.6512498,92.46107504
526,abell2744_563,0.3631,3.581650436,-30.41291089,160.1954357,91.68564522,-1.935834775,-1.544899221,0.604496942,0.099735306,-0.217046973,-0.269260232,0.159598392,162.1312705,93.23054445
527,abell2744_570,0.8503,3.587047679,-30.41241732,143.8266516,93.76026176,-1.548189298,-1.246905765,0.671420324,0.030796658,-0.048126031,0.002561599,-0.002197631,145.3748409,95.00716752
528,abell2744_575,0.4275,3.575978271,-30.41253079,177.8707856,92.75165145,-1.870482299,-1.846671736,0.346994826,0.111249775,0.1739586,-0.217517886,0.131264694,179.7412679,94.59832319
530,abell2744_578,0.6019,3.560649981,-30.41262122,225.576532,93.37995696,-1.75333754,-0.88675712,0.224340706,0.123257761,-0.388728333,0.897226069,0.06744349,227.3298695,94.26671408
531,abell2744_579,0.4137,3.603928546,-30.41263928,91.12987233,92.9438764,-1.836201612,-1.258299752,0.298276911,0.075698198,0.006937695,-0.172047167,0.16001292,92.96607395,94.20217615
532,abell2744_580,1.3649,3.575833151,-30.41236208,179.851853,93.7373846,-0.340001525,-1.468258774,0.250229946,-0.753891069,0.182610238,-0.607067681,-0.288345191,180.1918545,95.20564337
533,abell2744_581,1.1164,3.565024022,-30.41222243,210.1628651,98.74564811,-3.587475539,3.040922775,0.469341021,-0.114465821,-0.545197391,0.124672231,-0.767361471,213.7503406,95.70472534
534,abell2744_582,1.0217,3.601842581,-30.41119968,97.06260261,98.73789608,-2.37878397,-0.647967591,0.362948455,0.114671111,0.164793258,-0.492103656,-0.239639987,99.44138658,99.38586367
535,abell2744_583,1.3651,3.574579079,-30.41227834,183.5978719,91.8378762,-0.487443156,-3.66895857,0.27389353,-0.038211912,0.477687913,0.442383545,-0.768455318,184.085315,95.50683477
536,abell2744_584,1.2715,3.587527269,-30.4127393,142.2931324,92.47809342,-1.592794953,-1.369877887,0.154765841,-0.121289949,-0.611542771,-0.505619982,-0.362730139,143.8859274,93.84797131
537,abell2744_588ep2,0.3431,3.584323658,-30.41248233,152.2435041,93.59450154,-1.588424744,-1.178858137,0.212063545,-0.155455662,-0.148796149,0.018155719,-0.032335387,153.8319289,94.77335967
538,abell2744_591,2.8705,3.612658433,-30.41231631,64.61458266,93.42949571,-1.248154542,-1.929248814,0.261318384,0.100818378,0.083062508,1.516030253,-0.26792801,65.86273721,95.35874453
540,abell2744_594ep2,1.0912,3.590883531,-30.41187026,131.7763286,93.10787355,-1.689471547,-3.868029892,0.442263902,0.074537177,0.380962536,0.100714815,-0.039380594,133.4658002,96.97590344
541,abell2744_600,0.4295,3.595736255,-30.41207619,116.2638001,94.99775355,-2.136062941,-1.235382888,0.142002451,0.206966035,-1.459946046,1.15328316,0.846230541,118.3998631,96.23313644
542,abell2744_602,2.8515,3.600871117,-30.41206513,99.64646745,96.50394775,-2.81146845,0.233165975,0.289957251,-0.607648983,-1.016542192,-0.251819819,-2.044259425,102.4579359,96.27078178
543,abell2744_603,3.2084,3.613207415,-30.41168646,64.32909492,100.1914651,0.171339104,2.56571467,0.273379085,-0.837616829,-0.435024981,-1.545212165,0.858975071,64.15775581,97.62575039
