ID,NAME,z,ra,dec,x ,y,xc,yc,a,f1,f2,g1,g2,xs,ys
65,abell2744_729ep1,1.6057,3.537006121,-30.40682192,299.7342212,111.6508787,-1.00964003,-3.471298038,0.297251875,-0.110929119,0.537277726,-0.975111767,-0.547267929,300.7438613,115.1221768
66,abell2744_738,1.7226,3.545525659,-30.40676163,272.1669608,113.2663133,-2.125407854,-2.082578816,0.143839185,1.335479227,1.654574484,-0.0902157,2.545978391,274.2923687,115.3488921
68,abell2744_746,1.4105,3.550518066,-30.40669532,256.5582091,114.0546827,-2.233734333,-1.537678874,0.139393978,0.387815285,0.491178174,0.788969773,-2.364268905,258.7919434,115.5923616
70,abell2744_768,1.5124,3.549351962,-30.40582216,259.8596993,118.7141447,-2.55373533,-0.020558539,0.212614712,1.363973143,-0.301630247,0.27284146,0.905185499,262.4134346,118.7347033
71,abell2744_773ep1,2.6565,3.588399061,-30.40587799,138.8138672,116.6783803,-2.364449896,-1.870124841,0.135185189,0.298014768,1.034848972,0.765829129,1.043639966,141.1783171,118.5485052
72,abell2744_788,0.468,3.539097271,-30.40531139,292.7350744,118.7452398,-1.518299853,-1.817401757,0.323312938,0.122554062,-0.039470544,-0.351884238,-0.081114318,294.2533743,120.5626416
73,abell2744_812,0.8722,3.545077893,-30.40414721,274.0633749,121.0676472,-1.622431354,-3.692705317,0.318317055,0.483527971,0.48593398,0.483804743,0.575877077,275.6858063,124.7603525
76,abell2744_828ep1,0.3201,3.588510267,-30.40420852,138.8696783,122.4693483,-1.963106054,-2.089196753,0.349830902,0.084804028,0.108718027,0.203552657,0.001166938,140.8327843,124.558545
77,abell2744_834,0.3514,3.567557361,-30.40423216,204.1857515,123.1466963,-1.703583074,-1.324080853,0.154091075,0.625092457,-0.0578934,-0.11065995,-2.206904858,205.8893346,124.4707772
78,abell2744_854,0.9579,3.544545781,-30.40325341,274.0588564,130.0495068,-3.280214848,2.072035543,0.324428488,0.459591283,-0.697073306,-0.075084742,-1.279787297,277.3390712,127.9774712
79,abell2744_860,1.7616,3.543898074,-30.40292624,278.9537564,128.8850968,-0.39681169,-0.26948195,0.54747354,-0.0528667,0.103330764,-0.755658159,-0.082309088,279.3505681,129.1545788
81,abell2744_886,2.2,3.542874264,-30.40281613,280.307398,127.7784826,-2.222177244,-1.77137324,0.222400596,0.974263714,-0.885721148,-1.573944216,-0.168024172,282.5295753,129.5498558
82,abell2744_894ep1,2.5809,3.568635865,-30.40252883,199.9761092,128.0533836,-2.565399696,-2.549796254,0.154493144,1.079883021,1.012273047,0.885746808,-0.04164102,202.5415089,130.6031799
83,abell2744_900,0.7407,3.545888353,-30.40193691,270.9712749,130.3096255,-2.200792377,-2.408605541,0.419634,-0.096704157,0.33402986,0.018917026,0.610801747,273.1720673,132.7182311
84,abell2744_906ep1,0.6876,3.552844305,-30.39977594,251.5761836,138.5040334,-5.52E-09,-2.000000004,1.33825122,-0.027219351,0.02042713,0.000745501,-0.043432555,251.5761836,140.5040334
85,abell2744_911,0.3476,3.540160116,-30.40211588,288.6597675,130.5969614,-2.298042359,-1.470744673,0.264956312,0.029056618,0.344187299,0.389393532,-0.223550326,290.9578098,132.0677061
86,abell2744_924,0.7407,3.545897304,-30.40179896,271.6431209,132.260143,-1.501319511,-0.954712143,0.136417793,0.201748118,-1.933149065,-2.337093806,-2.244087162,273.1444404,133.2148552
87,abell2744_931ep1,3.0608,3.55067285,-30.40175087,255.7712577,131.7268607,-2.545297568,-1.665627368,0.260128881,0.619069465,0.903236143,0.097545374,-0.429111156,258.3165553,133.392488
90,abell2744_977,1.3465,3.574535409,-30.40012549,183.037845,139.0160972,-1.186587108,-0.240893393,0.580624069,-0.234390313,-0.284632274,-0.342519714,0.069804884,184.2244321,139.2569906
91,abell2744_982,0.9062,3.582897729,-30.39969781,151.8688627,137.5672089,-6.390373989,-3.230332627,0.884415369,0.13454668,0.25174676,-0.135461853,-0.145588099,158.2592367,140.7975416
92,abell2744_988ep1,0.4324,3.58876849,-30.39972587,137.4298892,140.7298106,-2.600415316,0.03379827,0.57173782,0.055021683,-0.257544082,0.063726952,-0.107439082,140.0303045,140.6960124
93,abell2744_1001ep1,0.3759,3.582938092,-30.39933634,156.8330087,142.1914617,-1.300909005,0.092646446,0.333737239,-0.068601265,-0.32460837,0.156937922,0.217305353,158.1339177,142.0988153
94,abell2744_1009ep1,3.3924,3.54055573,-30.39956556,288.4711188,139.8908552,-1.261822679,-1.358419736,0.304543164,-0.377409906,0.286698783,0.93822465,1.422114508,289.7329414,141.249275
95,abell2744_1012ep1,0.3405,3.547109359,-30.39919685,268.7201765,140.65394,-0.663893447,-1.929699518,0.491152397,0.016332386,-0.036350615,0.271117536,0.109413927,269.38407,142.5836395
96,abell2744_1023ep1,0.3437,3.553202398,-30.39875107,247.3653822,141.8051461,-3.099901487,-2.388729337,0.39298501,0.27685862,0.347161466,0.265070004,-0.012773003,250.4652837,144.1938754
97,abell2744_1032,0.6206,3.548614298,-30.39897981,267.9651315,140.3766312,3.253736439,-2.989769502,0.435410075,-0.62487338,0.280291966,0.427393125,-0.493760963,264.711395,143.3664007
98,abell2744_1033ep1,0.6744,3.54908307,-30.39919561,261.9690734,141.2951156,-1.286516261,-1.294838645,0.240061366,-0.384727911,-0.265516188,-0.19949577,-0.877928368,263.2555897,142.5899542
99,abell2744_1042ep1,0.3237,3.584460422,-30.3983461,152.2575516,144.4110735,-1.14942988,-1.252549922,0.370740213,0.02832479,0.004766986,0.06526507,-0.090939676,153.4069815,145.6636234
100,abell2744_1049,0.5327,3.54753278,-30.39818885,265.8511673,144.6133293,-2.219314678,-1.599511008,0.385861689,0.013026782,0.088767207,0.040279817,-0.044845464,268.070482,146.2128403
102,abell2744_1086ep1,0.9517,3.541243187,-30.39771538,288.3539183,147.9964284,0.753065873,0.085717479,0.408566527,-0.175751314,0.05709653,0.616762772,-0.932441876,287.6008524,147.910711
104,abell2744_1108,0.6045,3.546754443,-30.39764229,265.6451399,145.5548729,-4.842787567,-2.624786979,0.41320285,-0.290356904,0.820543059,0.712196338,-0.668878323,270.4879275,148.1796599
105,abell2744_1122,1.0335,3.544585424,-30.39730231,275.0502517,146.7872357,-2.173130017,-2.614157844,0.239355372,-0.051665996,1.22770264,1.227824565,-0.350875827,277.2233817,149.4013935
106,abell2744_1169ep1,0.3232,3.584471653,-30.39605469,151.8117796,152.491947,-1.560273684,-1.420717823,0.258205428,0.010204343,-0.034369994,0.278747752,0.078450485,153.3720533,153.9126648
107,abell2744_1235,1.1383,3.577828299,-30.39389803,171.5104505,165.3702814,-2.490637432,3.693924749,0.571915778,-0.332808772,-0.159103126,-0.815003036,0.114369456,174.0010879,161.6763566
108,abell2744_1269ep1,0.3394,3.5891998,-30.39357811,136.8764822,162.6384871,-1.813515105,-0.189324423,0.587145279,0.13137767,-0.407062179,-0.234895906,-0.002040082,138.6899973,162.8278115
110,abell2744_1473,3.4187,3.54715051,-30.38874641,267.6581801,178.7990451,-1.610250927,-1.406101283,0.443585606,-0.076392306,-0.024917935,0.04898127,0.005413951,269.2684311,180.2051464
111,abell2744_1481,4.1695,3.54680961,-30.38910069,269.3553012,176.5097714,-0.971343035,-2.419625973,0.258782516,-0.125576819,0.630329226,-0.284088062,0.08643982,270.3266442,178.9293973
113,abell2744_1567ep1,5.0537,3.595415278,-30.38681589,118.5892394,185.9464009,-0.797733762,-1.223683543,0.251803009,-0.494557703,0.823753935,-0.616186819,-0.334260568,119.3869731,187.1700844
115,abell2744_1609,3.394,3.55002387,-30.38563512,259.3047698,189.5990732,-1.044099284,-1.80935834,0.196000644,-1.806135022,-0.326472841,-0.78375802,1.232924681,260.348869,191.4084316
117,abell2744_1637,0.3496,3.56954449,-30.38487357,198.3091019,191.0717636,-1.419113779,-3.090523128,0.248147457,-0.090254778,0.698636506,1.279013119,-0.736414243,199.7282157,194.1622868
118,abell2744_1657,0.9889,3.553228262,-30.38454764,248.6466992,194.230053,-1.752030172,-1.09602462,0.170766904,0.229064302,0.264272339,1.008678199,-1.025875169,250.3987294,195.3260776
119,abell2744_1668,2.3499,3.549738691,-30.38390115,260.2595059,195.7814966,-0.976851276,-1.868974849,0.230850746,-0.541498092,-0.11749092,0.979906557,-0.490697608,261.2363572,197.6504715
120,abell2744_1670ep1,0.5874,3.602025618,-30.38409971,97.36837266,195.952611,-1.488955604,-0.992795481,0.133003312,0.80265628,-1.448678984,0.068338392,-3.479735728,98.85732826,196.9454065
121,abell2744_1672,2.3328,3.623196661,-30.38401303,31.71971903,195.1349628,-1.390103606,-2.105127036,0.155949949,0.657044173,1.223332953,-0.556122099,2.193061791,33.10982263,197.2400899
122,abell2744_1692ep1,0.3321,3.568684921,-30.3835481,200.8424986,197.6609593,-1.555748489,-1.272668068,0.241412084,-0.191326157,0.033595956,-0.31571597,-0.387064254,202.3982471,198.9336274
124,abell2744_1705ep1,3.0894,3.552187106,-30.38327913,252.6333291,196.8918704,-0.999999999,-3.000000005,0.307854249,-0.251916625,0.629792441,0.147300393,-1.08176946,253.6333291,199.8918704
125,abell2744_1712,0.3256,3.552022165,-30.3832266,251.9997204,199.0164919,-2.145895242,-1.064326116,0.152077349,1.114958639,-0.317774193,2.579206587,3.748638642,254.1456156,200.080818
127,abell2744_1750,2.2803,3.624145621,-30.38236245,33.85507144,201.7035266,3.69439936,-1.47756531,0.348434066,-1.074978284,0.184461661,0.355286364,0.473834293,30.16067208,203.1810919
131,abell2744_1795ep1,2.98,3.555858469,-30.38100979,240.2952547,206.4910464,-1.938444002,-1.573299639,0.146169063,1.315721993,0.650788943,-0.180459985,-2.29882395,242.2336987,208.064346
132,abell2744_1801,2.98,3.556001523,-30.38086591,240.3142868,207.8883232,-1.475267221,-0.694079961,0.13408178,-0.121499799,-1.594407537,0.395504732,0.730936019,241.789554,208.5824031
134,abell2744_1814ep1,0.7636,3.558314385,-30.37979556,233.7181352,208.5620867,-0.889370642,-3.875198838,0.588945751,0.165763064,0.229297112,0.250374291,0.146005347,234.6075058,212.4372855
135,abell2744_1818,1.7881,3.615932334,-30.38053066,53.92012438,208.1889614,-1.745769995,-1.59496988,0.204436066,0.392209292,0.22631294,0.111515047,0.326714583,55.66589438,209.7839313
137,abell2744_1841,0.6471,3.619398952,-30.37893296,42.9557861,212.0514121,-1.942199463,-3.480899579,0.572898861,0.07383684,0.024873398,-0.136300883,-0.221408958,44.89798556,215.5323116
138,abell2744_1842,0.333,3.620332703,-30.37943225,40.280521,209.9881371,-1.718098681,-3.745791038,0.363553553,-0.018899093,0.32509581,0.17113618,0.283162273,41.99861968,213.7339281
139,abell2744_1844,0.4341,3.557146752,-30.3778722,238.0745887,218.9182892,-0.160823712,-0.4422671,0.335781931,0.031373154,0.104785079,0.069358404,0.061250965,238.2354124,219.3605563
142,abell2744_1857,0.3503,3.557629709,-30.37954916,235.0820747,211.3615053,-1.652014071,-1.962343089,0.353600708,0.116795291,0.217129847,-0.27801669,0.180051384,236.7340888,213.3238484
143,abell2744_1905,2.9194,3.61518771,-30.37864211,54.83638022,215.7502606,-3.140162352,-0.833103008,0.244157168,0.748827547,-0.576341349,-0.081195667,-0.630739363,57.97654257,216.5833636
145,abell2744_1920ep1,0.6256,3.622791144,-30.37720007,32.14492383,220.1870941,-2.215783973,-1.580015324,0.386675705,0.110415411,0.057930785,-0.056329382,0.05116635,34.36070781,221.7671094
146,abell2744_1929ep1,1.3578,3.627602677,-30.37748042,19.167791,216.9071814,-0.249869759,-3.845074977,0.403729622,-0.251247829,0.363903051,-0.473579886,0.222150833,19.41766076,220.7522564
151,abell2744_1948,2.947,3.557987526,-30.37712094,233.6581305,221.0320619,-1.966676794,-1.033609118,0.245992811,1.550887584,0.572714835,0.748525664,0.893887493,235.6248073,222.065671
152,abell2744_1972,2.1642,3.616557413,-30.37697016,50.78667245,221.8555887,-2.934226111,-0.745532509,0.179711237,1.72552889,0.119570003,-1.463660097,0.974718773,53.72089856,222.6011212
153,abell2744_1981ep1,3.2006,3.578662967,-30.37610006,169.1024275,222.1496585,-2.309678282,-3.599324732,0.37472105,-0.051783425,-0.093996816,-0.057010359,1.090297039,171.4121057,225.7489832
154,abell2744_1985,0.3198,3.623956503,-30.37580223,28.5334952,224.2768389,-2.20610324,-2.521188549,0.493262761,0.299471166,0.148226537,0.030463356,-0.215874166,30.73959844,226.7980275
155,abell2744_1987ep1,1.4927,3.623467734,-30.37651452,30.94115445,222.4531655,-1.317362606,-1.781188825,0.196680706,0.117399061,-0.349589732,0.886381381,-0.399970928,32.25851706,224.2343544
156,abell2744_1996,0.3665,3.55340593,-30.3745176,247.7203643,231.0570386,-2.136270231,-0.377230201,0.452058855,0.095541465,0.181559025,0.090617608,-0.020431806,249.8566345,231.4342688
158,abell2744_2010ep1,0.3869,3.619291196,-30.37607103,42.66607656,225.4359636,-2.563327862,-0.399369145,0.348643114,0.110933448,-0.179869386,-1.452209031,-0.563718852,45.22940442,225.8353327
159,abell2744_2038ep1,1.0152,3.623693701,-30.37451238,29.16025318,229.2364757,-2.393915785,-2.205317246,0.802790789,0.162595884,0.115203301,0.124975831,0.038852138,31.55416897,231.441793
160,abell2744_2048,2.3198,3.558195133,-30.37442728,234.1185959,231.9110731,-0.863618232,0.148105597,0.494012708,0.299866155,-0.735926872,0.190117081,-0.503475903,234.9822142,231.7629675
161,abell2744_2049ep1,1.0676,3.628928499,-30.37528326,13.73228333,227.3014518,-1.564554343,-1.3589176,0.216061661,-0.055419086,-0.172778844,0.541590001,0.069425834,15.29683767,228.6603694
163,abell2744_2059,0.7476,3.612967451,-30.37489221,63.06832642,228.7866409,-1.800203835,-1.298218035,0.164055689,0.57495555,-0.570676624,0.075197555,-1.024088269,64.86853025,230.084859
164,abell2744_2061,1.9182,3.62139331,-30.37484702,36.91356758,228.5377994,-1.78564874,-1.701787824,0.203161542,0.338201635,-0.113404465,0.518462144,0.493323971,38.69921632,230.2395872
166,abell2744_2070,2.1288,3.621155055,-30.37472739,38.21384614,229.2657226,-1.225204735,-1.404794217,0.202756681,-1.47905235,0.010577322,0.891538362,0.41358879,39.43905088,230.6705169
167,abell2744_2076ep1,0.3943,3.615720233,-30.37298642,53.76926106,235.721629,-2.547664053,-1.221692017,0.461380591,0.179920599,0.002570624,0.166404215,0.047934377,56.31692512,236.943321
168,abell2744_2083,0.6541,3.602148902,-30.3744747,97.0599218,230.8581651,-1.408899241,-0.737104239,0.201719539,-1.104010563,-1.541867466,-0.678168137,-1.461511563,98.46882104,231.5952693
170,abell2744_2091,0.4857,3.559678757,-30.37370493,228.8958474,232.8587332,-1.479017376,-1.505649399,0.411261368,0.066754463,0.133113187,-0.090682195,-0.072170439,230.3748648,234.3643826
171,abell2744_2092,0.7981,3.62273788,-30.37409219,34.41960679,230.7641719,-0.102668054,-2.191351984,0.268591143,-0.348107074,0.183738259,-0.5703593,0.433150848,34.52227484,232.9555239
172,abell2744_2104,0.4451,3.615731863,-30.37368683,54.88251393,233.0775388,-1.399003201,-1.344302522,0.314286858,0.5484834,0.25092807,-0.477935452,1.425330691,56.28151713,234.4218413
173,abell2744_2116,1.9278,3.629001133,-30.37365531,14.15852659,232.5784332,-0.910377557,-1.9424486,0.266868574,0.092422024,-0.069804751,0.080273724,-0.179291589,15.06890414,234.5208818
174,abell2744_2121,0.4426,3.629738142,-30.37329389,10.7873738,233.6344592,-1.991949987,-2.186584602,0.247262081,0.212424808,0.192492991,-0.259183513,-0.35636764,12.77932379,235.8210438
175,abell2744_2125ep1,0.4908,3.568863906,-30.37304566,200.4209119,234.5686173,-1.426439862,-2.173749407,0.344177461,0.219790181,0.044342839,0.247317915,-0.567933146,201.8473517,236.7423667
176,abell2744_2139ep1,0.3695,3.557825507,-30.37317319,237.0623053,235.836571,0.931059341,-0.440858126,0.362239185,0.070433523,0.337056781,-0.082923828,-0.008668033,236.131246,236.2774292
179,abell2744_2174ep1,0.4065,3.571130626,-30.3718327,192.8001793,239.4784356,-2.007484231,-1.631359887,0.253460499,0.099764209,0.141281045,0.073166352,-0.038521135,194.8076635,241.1097955
182,abell2744_2185ep1,0.4778,3.626614314,-30.37180002,20.81762861,239.5055337,-1.661887895,-1.697326371,0.17990875,0.014826017,-0.238127046,0.615951845,-0.417452454,22.4795165,241.20286
183,abell2744_2189,1.2951,3.628595333,-30.37171319,14.05245744,239.7408335,-2.274034942,-1.772178467,0.18119765,1.087653274,0.505157587,0.395367391,1.426784575,16.32649238,241.513012
184,abell2744_2192ep1,1.9508,3.575646231,-30.37162661,179.1087578,239.6489303,-1.673834707,-2.203938144,0.240388772,0.663733882,-0.277614295,1.584428949,-1.923719977,180.7825925,241.8528685
185,abell2744_2194ep1,0.3272,3.557515228,-30.37088769,234.967419,242.9344663,-2.129417832,-1.570513353,0.404697343,0.177304861,0.111433962,0.04898458,0.00477901,237.0968368,244.5049796
186,abell2744_2211,2.4395,3.629366229,-30.37106562,12.08400358,241.6133488,-1.847201591,-2.229902197,0.197880675,0.207874707,1.227943456,1.558369273,-0.563469923,13.93120518,243.843251
187,abell2744_2214ep1,0.4976,3.618277287,-30.36983509,45.04066833,245.5290472,-3.330870814,-2.756605189,0.790435034,0.167221543,-0.25876844,-0.143788684,-0.229578487,48.37153914,248.2856524
188,abell2744_2227,0.6051,3.619287234,-30.36882459,45.58551751,249.0524525,0.3520035,-2.870009188,0.738161765,-0.145203928,0.010848245,-0.171142161,-0.202642594,45.23351401,251.9224617
189,abell2744_2228ep1,0.4124,3.624918304,-30.36989669,25.27364419,246.5366956,-2.471056867,-1.520129707,0.435612292,0.65670535,0.261574829,-0.011920142,-0.211095304,27.74470106,248.0568253
