q,seed,ok,n_src,n_rec,matched,x,y,kappa_star,slope,rchi2
0.7,9045,True,99,2,True,-0.11833486146376354,0.7359658142852659,0.20443319544088553,0.7249456625545871,0.9179110553448854
0.7,9046,True,100,1,True,-0.19856870383358582,0.026980143878912698,0.27253638332865116,0.6425623564816294,1.0527265856229058
0.7,9047,True,100,1,True,-0.5310750292461008,-0.517004391250211,0.23072928889044053,0.6781204905321045,0.900013169408904
0.7,9048,True,97,1,True,0.23414736877437947,-0.0951281166751168,0.28426488934925825,0.6144379474244743,1.0634817653464326
0.7,9049,True,99,1,True,0.4818688809051696,0.36595204992553965,0.09784171573280197,1.0622540016398028,0.9772698006703304
0.9,8000,True,100,1,True,-0.2142317265335661,0.10397789908623564,0.2533862981231639,0.6660554644221417,0.9556155419186706
0.9,8001,True,100,1,True,0.39794965984674346,0.17449492048838133,0.28858159567224756,0.6576145624879796,1.0003831510002614
0.9,8002,True,96,1,True,-0.3954379056003034,-0.2075517614113996,0.29378828916829375,0.6509035749502586,1.0575494096688294
0.9,8003,True,100,1,True,-0.1919309290330472,-0.13856624997002534,0.22530208560731715,0.7148272158310931,0.9987059070418306
0.9,8004,True,99,1,True,0.2824399968078301,-0.5115411782486465,0.2757396696441578,0.6515996480327348,0.9226728821038978
0.9,8005,True,100,1,True,-0.6435992302188165,0.050249746725333944,0.246434253067079,0.6788545533762733,0.9924883600281016
0.9,8006,True,98,1,True,-0.290163465280954,-0.028092003535738454,0.2297883419952252,0.7262486016786855,0.9214397239921419
0.9,8007,True,100,1,True,-0.2715892067427122,0.04312382112965217,0.26967455608238755,0.6712274552827697,1.0915536760099829
0.9,8008,True,99,1,True,0.029167818957563273,-0.06658960384649573,0.2352801519380851,0.7292661438466784,0.9005888332122641
0.9,8009,True,99,1,True,0.4884830232595113,0.18520405500016834,0.21845523867699226,0.7492628279139321,0.9615393758430304
0.9,8010,True,100,1,True,0.17697355469666567,0.329351432205335,0.21196681392477262,0.800355054391361,1.0350173101616102
0.9,8011,True,100,1,True,0.4727275220444629,-0.15879559480546018,0.37383503757492925,0.5641715253247833,0.8980614335103265
0.9,8012,True,100,1,True,-0.28838730831916504,0.1362027478376616,0.23039843093878976,0.773392808629191,1.1051636760411863
0.9,8013,True,99,1,True,-0.2994882085578622,0.2842838567522827,0.2532517937238211,0.7147318042943711,1.0392295052243008
0.9,8014,True,100,1,True,-0.0451288435309843,-0.054506025516114144,0.2999743788733813,0.6444417425331128,1.078326452656442
0.9,8015,True,100,1,True,-0.10300169597987749,0.0718391441278888,0.27935663080373835,0.6737066637116353,0.9530908554288453
0.9,8016,True,98,1,True,0.396170969566916,0.2966981555769439,0.27671732988952924,0.6953573605043932,0.9619516828704519
0.9,8017,True,97,1,True,-0.162517458214709,0.2994580627324649,0.23211725513622,0.7171708599876452,1.0347233461468486
