ID,x ,y,f1,f2
268,183.7019456,285.5086318,0.009575023,0.093573714
270,88.7046174,281.2300597,0.68375393,0.40641664
272,187.4205646,283.3483343,-0.087241684,-0.157386734
273,102.1686384,285.0680654,-0.112162996,0.093798702
274,186.145213,286.9124926,0.064755668,0.134621128
275,217.5428765,285.0035004,-0.152120405,-0.132270604
276,140.3033902,285.1876495,0.185998785,0.148287007
278,107.619128,287.7551816,0.360470993,-0.320583041
279,149.4876306,286.5968474,0.016297314,-0.125558861
280,179.1973521,289.4901112,0.365461647,0.355919761
281,154.0409475,290.6867727,-0.130645899,-0.023519328
282,151.8367311,291.2333054,-0.188428194,-0.351003226
284,187.6867969,291.5522865,-0.316743563,0.144227906
285,96.52421512,294.1691754,0.011177035,0.043256005
286,184.8101573,293.347832,0.316539452,-0.142404743
288,123.573251,294.8615494,0.301299665,-0.34138763
289,121.6364175,295.0809833,1.43542705,0.846918152
290,150.2285809,296.5156956,-0.189000003,0.157169501
291,106.7306181,296.1844513,0.67349851,-0.14913739
292,146.0997307,296.5944836,0.437150225,-0.208738514
293,95.57642268,298.878645,-0.054555444,0.136049702
294,94.73547574,300.5242755,0.122243067,0.07181812
295,143.5006247,301.87695,-0.469423253,-0.474727314
296,161.8584675,305.6415015,0.01494306,0.145292901
297,163.6935253,300.8167902,-0.60191544,1.183699061
299,164.084758,302.4362629,0.112080074,-0.151835588
300,118.6244164,301.2167973,-0.120527987,0.50586577
301,119.0697803,305.9716415,-0.001076785,0.06646294
302,186.9028534,307.1989963,-0.143956437,0.012095593
303,96.55660708,305.5715309,-0.266177121,-0.274939751
304,106.3665239,311.2058542,0.068770586,0.035784221
306,141.4685769,309.0816371,-0.127421973,0.321270531
308,169.5709992,317.0481252,-0.554275854,0.280107371
311,165.8311332,318.8059624,0.127709691,0.071959316
314,174.0883712,322.8264164,-0.400808557,-0.159474793
315,142.2839322,322.634084,0.083677726,-0.459001753
316,134.358302,323.892109,0.073256172,0.237731792
317,149.3431857,329.9722837,0.533393446,-0.37146005
318,157.7055983,328.7205729,-0.043725264,-0.193631482
319,137.0466384,326.734596,0.290643132,0.072477403
323,131.8013041,327.918106,1.053231972,0.550386943
326,169.6729629,330.5637754,0.11681231,-0.019868248
328,162.9818612,349.0343304,1.168254014,1.679952434
330,166.4321957,348.5182074,-0.467550325,0.137984727
331,150.0726586,327.0851688,-0.077912039,1.132661566
332,174.2247512,15.88312329,-0.696229674,-0.605372592
333,146.4972236,19.47669022,-1.270347123,-1.087775099
335,170.3549982,21.57650589,-0.434392186,0.287595756
336,134.3506634,25.30197247,0.00312038,-0.029168295
337,131.4422352,25.91900576,0.30884202,0.258436221
339,142.1070181,29.17334158,-0.023779849,0.066684639
340,173.1196647,30.64046069,-0.23225409,0.470523027
341,165.8433459,22.38348307,-0.252906003,0.515134224
343,165.3475208,34.24993412,-0.10574073,0.85905325
345,160.8649528,32.89702842,0.134252456,-0.208005052
346,154.0924981,34.57269919,-0.412556183,-0.780856941
347,165.5143801,33.92772507,-0.024092655,-0.154294013
349,170.3320142,34.55302163,-0.251938984,0.297086867
350,119.5844234,35.28749836,-0.40032274,0.11152654
354,170.962578,43.77593954,-0.116837712,-0.390822069
355,157.9512579,41.01454705,-0.46770179,-0.149694725
356,116.8536147,40.9940308,0.022445391,0.063488248
357,123.9304406,41.07100508,1.086860497,0.444212045
358,117.7842556,46.0955164,-0.084704841,0.125484504
359,147.1558231,41.97412661,-0.303722697,-0.006681306
363,114.9397646,42.15999328,-0.900212415,0.594923296
365,178.8004935,42.95572174,-1.0701378,-0.17777252
366,166.1977474,44.14430074,0.212657092,0.246443846
367,116.9432807,43.87268402,-1.300369321,-0.333875981
368,128.0780582,46.88090344,-0.111129405,0.022389101
369,122.6713193,48.56381332,-0.075841036,-0.036572541
370,133.3843446,46.57343438,-0.289417917,-1.601337292
371,104.1793768,46.6672838,0.084070144,-0.159776696
372,172.4617829,48.74926859,0.054281136,-0.360084378
373,167.6976688,48.37427524,0.177412027,0.102473687
374,146.5672248,48.43328926,-1.599004029,-0.11592611
375,143.628421,49.47204105,-0.07247062,0.156160175
376,153.6258899,50.01328879,-0.581274872,0.089827066
377,182.2048088,58.84886385,0.160103453,0.052539302
380,159.2811894,49.59093134,0.334811703,-0.1685977
381,158.1131122,54.00398903,0.059159069,-0.388786079
382,163.5388475,49.92633877,1.45699641,0.464657273
383,166.1949792,50.71527612,-2.593604393,0.099344502
384,138.823166,50.01670699,0.215005318,0.026422207
385,107.1540695,51.76580681,0.186150247,-0.435822108
386,154.5841947,59.73374672,-0.042796461,-0.042255513
389,171.7434545,53.11586987,0.28842092,-0.325382323
390,181.09094,52.77846053,-0.648507194,1.194179369
392,154.9411663,52.62133737,-1.108056144,0.255980275
394,150.6668963,60.04483892,-0.082692732,-0.015364636
395,146.9235591,55.74233608,0.101782247,-0.446645707
396,122.6510241,54.67462556,-0.40282301,-0.384559848
397,200.7539742,57.69721467,-0.661837071,-0.524365054
398,123.5372821,55.53035122,-0.647983903,-2.162230131
399,174.0327559,55.69705755,-0.397252199,-0.135154108
400,97.18186585,55.9337781,0.264536891,-1.130794522
401,174.1323706,55.89737687,-0.31645539,1.912296299
402,162.0192778,57.67042714,0.160328601,0.242052024
403,141.7757148,58.28395116,1.147865546,-1.241910607
404,201.0919727,57.7440107,-0.457288154,0.527762222
406,135.5791231,59.43919876,0.181737175,0.452260996
407,141.3750703,60.66008526,-0.006226559,-0.225550258
408,128.1601684,60.88242573,-0.01922449,-0.128575301
409,95.88160712,59.82439583,-1.348695978,-0.632468573
410,135.6502129,59.7141198,-0.48441049,0.346170058
411,121.3211328,59.79094338,-0.474116844,0.152866126
414,152.7800567,63.30015722,-0.082541301,0.001001343
415,199.3136035,62.13931983,-0.103808699,0.027298305
416,117.7215746,61.3917021,0.202058302,-0.281376519
417,121.5908763,65.38040193,-0.718722218,-0.389020551
418,152.7663465,63.19281369,0.338477193,-0.208131834
420,119.1737902,63.34476778,0.813806826,0.356430946
424,108.1623875,64.2936257,0.143777163,0.114028786
425,158.9026235,64.72878249,0.114785216,0.299401757
426,111.2157768,64.70019706,0.171071946,0.118383301
427,162.6284505,63.99013911,-0.390855283,0.153543042
428,160.9018284,65.41453302,0.21715736,0.194938935
429,180.5604333,64.94929287,0.08088753,0.132502873
430,115.8899486,66.83826704,0.050205401,-0.438455124
431,97.25863313,68.14028279,0.596699867,0.593773393
432,200.7631965,69.1940808,-0.057019873,0.083975247
434,197.9751808,67.28666373,-0.215763215,-0.118135196
435,118.2329882,68.38223502,-0.177409651,-0.127349547
436,170.9475789,69.95911887,-0.182425862,-0.144704893
437,180.8894999,69.37157223,1.316467932,-0.598804447
438,168.5554296,69.15707094,-0.111561234,-0.191512143
439,98.37131265,69.02650099,0.004962905,-1.125538677
440,108.4232085,69.07508579,0.089386051,-0.366338658
441,195.3998816,70.25989817,0.165405149,0.660395218
443,169.7934397,70.95114363,0.30445956,-0.192807996
445,114.5324518,70.38029467,0.360223723,0.745387755
446,99.86588246,71.30518408,0.840125086,0.545319678
447,162.6183086,72.68203265,-0.141602452,-0.075803437
449,108.9376752,72.20082054,0.016263354,-0.348362359
450,97.33127719,73.36948627,0.438368008,-0.000701757
452,183.2787022,73.95398397,-0.313537053,-0.159926156
453,114.5622701,74.50692429,-0.113800812,-0.021279859
454,167.0986972,74.38461642,0.116477842,0.372862865
455,110.4151736,73.78656633,-0.194323886,0.228345259
456,176.2888768,74.04106679,-0.413003962,0.332320605
457,182.6822309,75.42574628,-0.637705394,0.563983311
458,126.2753711,75.92926582,0.015675548,0.081874015
459,152.4248812,79.3146633,0.436405879,-0.668008076
460,166.4154331,76.65111619,0.132738671,-1.341541541
461,154.8466075,77.504394,0.359820522,-0.350344853
463,221.5107119,81.36410142,-0.184520338,0.039552631
464,83.20291067,79.28364119,0.293903401,-0.476739277
465,143.6453638,78.14879636,0.549633504,-0.020811078
467,143.8567236,80.36536908,0.909141563,-1.204397082
468,118.0738043,78.64140822,-0.070485996,0.018107061
469,148.7843414,79.90888687,-0.137360087,-0.94548645
470,168.166132,80.17282053,1.193827477,-0.044971473
473,164.7697685,79.23420153,-0.26523152,-0.123520757
475,156.0966397,80.29824622,0.020924689,-0.326522281
476,102.0484009,80.72756111,-0.254736973,-0.056254163
477,186.9424906,79.9665459,-1.363709263,1.638183552
478,127.4200147,80.50368346,-0.17799806,0.15902709
479,139.9016895,80.94306389,-0.114387342,-0.323093596
480,91.00819792,84.24187434,0.585163349,-0.521689143
481,164.3855508,81.14875483,-0.017984215,-0.005227561
482,61.67918097,83.15345325,0.7471643,-0.018991305
483,128.3525452,80.46744493,1.054023353,1.161904783
484,187.3889469,84.48652084,0.048335967,-0.31274394
485,58.90157877,84.32161395,-0.03364156,-0.107638206
486,203.3481741,84.00972663,-1.171782792,-0.900619832
487,203.7931176,80.5925846,-0.498085605,1.197214409
488,195.1453814,83.07419883,-0.342589452,0.001721664
489,208.1558855,84.57379862,-0.14719415,0.247581836
492,179.1965976,86.49963975,-0.40795835,0.022329638
493,146.0354736,84.50852419,0.179479707,-1.015223496
495,146.6401235,84.43809683,0.065988202,-0.076489119
496,81.39763386,84.65365418,0.031359803,0.662286712
497,75.38973472,84.66971193,0.911582947,0.530235124
498,74.9602501,86.91274584,-0.255484728,-0.492340221
499,150.0913159,85.28657963,-0.962385474,-0.684001837
502,164.3937597,87.88691638,-0.161265262,-0.069240538
503,83.24851668,86.27871004,0.049955252,0.179058606
504,117.8522893,86.92448473,0.090686605,0.707399653
505,170.5689279,86.83539754,0.105773138,-0.066696228
506,111.70164,86.30670641,-0.355458097,-0.285720818
510,199.5588088,87.0631062,0.15052259,-0.149999758
511,86.55147865,90.21460588,0.122229275,-0.457230211
512,167.4564707,88.1367472,0.248526244,-0.477295383
514,103.4796409,91.0683193,-0.457337499,-0.837670162
515,217.1815644,89.34336378,-0.212125351,-0.863030413
516,178.9566195,89.80939919,0.025159036,-0.003251919
518,57.75868982,90.7208999,0.233975808,-0.57747983
520,130.0691561,88.50948423,0.186979603,0.441192571
521,200.1762491,88.57591642,0.582769785,0.988881918
522,115.424425,90.60051549,-1.057442946,-1.05970659
523,210.6313965,90.78948281,0.108115206,0.14209359
524,116.1065961,91.04251528,-1.032613199,-0.366312885
525,113.4253226,90.76990087,0.054185972,-0.175723339
526,160.1954357,91.68564522,0.099735306,-0.217046973
527,143.8266516,93.76026176,0.030796658,-0.048126031
528,177.8707856,92.75165145,0.111249775,0.1739586
530,225.576532,93.37995696,0.123257761,-0.388728333
531,91.12987233,92.9438764,0.075698198,0.006937695
532,179.851853,93.7373846,-0.753891069,0.182610238
533,210.1628651,98.74564811,-0.114465821,-0.545197391
534,97.06260261,98.73789608,0.114671111,0.164793258
535,183.5978719,91.8378762,-0.038211912,0.477687913
536,142.2931324,92.47809342,-0.121289949,-0.611542771
537,152.2435041,93.59450154,-0.155455662,-0.148796149
538,64.61458266,93.42949571,0.100818378,0.083062508
540,131.7763286,93.10787355,0.074537177,0.380962536
541,116.2638001,94.99775355,0.206966035,-1.459946046
542,99.64646745,96.50394775,-0.607648983,-1.016542192
543,64.32909492,100.1914651,-0.837616829,-0.435024981
545,47.82639925,97.02000183,-0.678623123,-0.468192333
546,180.1215273,95.14019482,-0.468385017,-0.566538068
547,164.838544,95.1589355,-0.00683966,0.132900308
548,152.6583603,94.89740287,-0.111341643,0.0429427
549,100.3141469,95.16059428,0.02178711,-0.996963318
550,62.11837491,95.69908227,1.270030934,1.159570373
551,89.26812594,95.86135446,0.377884979,0.207468329
552,52.93212987,98.14391933,-0.164244438,-0.036741561
553,141.85975,96.4361838,-0.272488494,-0.083057526
555,173.1118149,97.2001666,-0.780535479,-0.039341821
556,135.1955207,96.0483399,-0.119928882,-0.131907621
557,183.2416936,97.29412479,0.154687643,-0.557618699
558,47.32634694,96.67126683,-0.230608673,1.321199969
559,160.9877044,96.82233708,0.238287877,-0.223738781
560,180.4348212,96.84469323,0.26648886,0.346158597
561,75.81902329,97.337429,-0.050987968,-0.005450116
562,48.1307034,97.60176282,0.49134081,0.110187933
564,210.6526982,97.44874225,-0.24241676,-0.186399875
565,225.7446723,98.54465957,0.016850939,-0.084220172
566,80.82235805,100.0823541,-0.352198263,0.835330428
567,155.8122913,97.99274842,-0.31900153,-0.529118361
568,199.5446494,98.10560297,0.599819508,0.201422131
569,163.2163509,102.2853669,0.415309015,-0.342050814
570,169.3626,101.7928183,-0.147425045,-0.304331827
571,174.630547,98.82434438,-0.187319055,0.026426798
572,190.6334248,99.27472264,-0.494395557,0.309285184
573,175.3938495,101.2145098,-0.320945779,0.503855609
575,156.4730949,99.63480442,0.218972448,0.669599354
578,190.9524476,100.3405653,-1.142409707,-0.322143661
579,123.184341,100.6373465,-0.475566648,0.454875741
580,117.452563,103.1117202,-0.056356085,0.004780156
581,153.5749719,102.0390613,-0.255601692,-0.118653113
582,128.8682395,101.0388156,-0.104608552,-0.026970613
583,82.39617137,102.1253354,0.020334346,-0.164449655
584,53.14627644,100.2586051,-0.50369156,0.392837908
586,143.5312526,102.9860563,0.245918994,-0.210953569
589,143.1640331,103.5651163,0.508854398,-0.363629461
590,151.0119449,102.5326757,0.449179461,0.237249384
591,110.1251087,103.4315932,0.058465883,-0.082066398
592,106.7995378,102.3325315,-0.903567284,-0.753641533
593,198.548162,104.4457789,0.114145712,-0.427270857
594,85.44170655,108.3612485,-0.083742455,-0.084716586
596,145.2420897,103.7922466,0.305462604,-0.00937604
597,195.6219416,104.6950583,-0.201264777,-0.18873951
598,113.6250583,105.7887831,-0.144358621,-0.112379758
599,155.6189169,104.8985481,0.271248613,-0.561105778
602,129.5673828,105.9267973,0.042702491,-0.115791382
604,44.35964418,108.9417866,0.112038505,0.052431326
605,87.87408652,105.2510555,0.016957358,0.371282099
606,31.68352327,113.9148295,0.110340731,-0.314986728
608,103.2486683,104.9880225,0.01690801,0.11130446
609,141.1124265,106.7592476,0.01698221,0.06250762
610,143.3444189,106.0281749,-0.729599863,-1.429800794
611,200.9365141,105.5178573,-0.388285182,0.354919113
612,86.52620406,107.2861273,0.274432894,-0.488589572
614,197.535658,108.8569305,-0.017177365,-0.390077326
615,101.5387325,108.5156749,-0.385995995,0.325080799
616,164.1394892,108.720675,-0.842231371,0.190384024
617,230.0600422,107.7749368,-0.544397105,0.578097407
618,75.6263022,108.8731855,-0.491216827,0.607589517
619,149.7124528,109.5379556,-0.657892178,-0.543318826
620,75.42653348,110.2898588,0.031679442,-0.298616292
621,162.0416178,110.0836332,0.350081344,0.057572887
622,190.7054872,107.9316902,-0.382530072,0.182611395
623,235.8388269,110.7685039,-0.776302469,-1.619240084
625,222.9817316,111.9652398,0.138283993,-0.457968849
626,210.3045261,112.8140908,-0.128458969,-0.229528204
630,200.0826565,114.0582125,-0.585737482,0.170778858
631,43.00842396,119.270602,-0.472112243,-0.540494548
633,92.79725206,114.5883955,-0.062550594,-0.410399402
634,41.47872462,115.1241928,0.259736989,0.064311389
635,82.67200439,114.4734745,-0.033357753,-0.037894159
636,104.6830403,115.1779269,-0.515667546,-0.649570518
637,192.0741092,113.2267565,0.370737216,0.083138729
639,179.7713143,114.1821107,-0.347237656,0.45589333
640,207.6805483,115.2515055,-1.287835144,-1.500119218
641,202.7035309,115.3248498,0.020233219,-0.298276466
642,86.41787403,113.5114491,-0.747092504,-0.330093028
643,160.3502785,114.5993918,-0.787626155,0.256122227
645,61.182128,125.9149461,-0.598775802,-0.291809889
647,59.38601814,114.1199332,-0.689581043,-0.445220974
648,145.0326593,116.8758442,0.034641836,0.159770422
649,87.52756248,117.2246862,-0.511771961,-0.536445744
650,85.15903862,118.1788078,0.104642319,0.079040383
651,70.96094499,117.3486199,-0.225650848,-1.097543938
654,103.4062111,117.5300764,-0.301439333,-0.240482502
655,174.5526001,118.8376458,0.233961699,-0.189338381
656,108.9280948,119.0068397,-0.489298317,-0.075552596
657,45.43270173,116.6979919,0.586191334,-0.225653545
659,112.2897613,119.3305071,0.097379473,0.122534253
660,76.53980474,119.2185135,0.176329929,0.03530431
662,84.16685577,119.0859501,0.325281544,-1.094907272
664,169.2429483,118.245878,-0.028169705,0.116243719
667,218.733341,122.3831122,0.73104885,-0.943745083
668,52.15504687,121.4794516,0.003006436,-0.164555936
669,189.722854,119.2169561,-0.177638323,-0.248724303
671,182.5920866,122.1296137,0.06747791,-0.092918637
672,154.4002358,121.155693,-0.135764902,0.168617891
674,215.7239515,122.0651081,-0.088407556,-0.048772603
675,149.1665768,121.6114347,-0.156035036,-0.050729085
676,117.3646503,123.3506028,-0.182671354,0.104378405
677,52.97444565,122.1666577,-0.531350387,0.12165091
678,43.75663558,121.5135952,0.776772817,0.073738205
679,115.5273313,122.7405749,-0.716919356,-0.32666787
680,177.7923333,123.127991,0.304251378,-0.706051898
681,109.7915369,123.6280437,0.306435625,0.026362215
682,86.90693984,127.7254731,0.028125394,-0.023230676
683,128.8295099,127.5522856,-0.2047038,0.320374733
686,152.5612758,124.6872951,-0.212794863,-0.146383429
