# x,y,z,concentration,mass,chi2
1.352013935491910956e+00,1.816789369631663362e+02,0.000000000000000000e+00,2.395903958516685694e+00,1.248901060780019500e+15,9.327631804356080465e+03
1.108092141491155189e+02,3.291457997383569989e+01,0.000000000000000000e+00,2.752157378702054125e+00,2.397813593127613750e+14,9.371876967368440091e+03
4.542722277888280757e+01,1.057083385994829712e+02,0.000000000000000000e+00,2.915732733949297106e+00,1.205896648853972188e+14,9.400080178367878034e+03
