i,x,y,M200,concentration
1184,23.656385229143957,116.88957307075248,385621242930461.9,2.6423031112242605
1184,110.36178986891949,32.6783855490272,232783799713021.56,2.7567420112058705
1184,37.0269516194889,153.57966459805294,477595437041866.7,2.5952494146207554
1184,117.70692761390907,53.00109296577705,149488722280422.22,2.861231830591972
1184,75.3387157290366,75.00746983356873,21492191127330.52,3.3675075465282505
1184,14.44091457423687,91.84344628541635,80528140968421.83,3.0138424899450142
1184,95.40465000035667,-11.670236146902127,147284820575988.22,2.864803804677404
872,23.602114102876307,117.34098051846709,384532717197085.44,2.642930598490627
872,110.36178986891949,32.6783855490272,232412534211923.97,2.757111654579698
872,37.0269516194889,153.57966459805294,487823503450443.56,2.5906341574334584
872,117.70692761390907,53.00109296577705,147327948296269.1,2.8647333509839243
872,75.3387157290366,75.00746983356873,21296319673083.996,3.370098334532077
872,14.44091457423687,91.84344628541635,80611219943084.66,3.013581453855781
872,95.40465000035667,-11.670236146902127,150260351683934.94,2.8599946864592005
622,23.602114102876307,117.34098051846709,387009022317058.75,2.64150589601258
622,110.36178986891949,32.6783855490272,229780572462310.3,2.759750610877714
622,37.0269516194889,153.57966459805294,478890713522295.9,2.59465904630536
622,117.70692761390907,53.00109296577705,147321733810924.28,2.864743501624419
622,75.3387157290366,75.00746983356873,21965733412286.836,3.361348303183747
622,14.44091457423687,91.84344628541635,81660164913239.14,3.0103105089506803
622,95.40465000035667,-11.670236146902127,147943391953563.25,2.8637303875869393
1501,23.602114102876307,117.34098051846709,392159442644907.5,2.6385740755372966
1501,110.36178986891949,32.6783855490272,235518381393418.12,2.754038911574349
1501,37.231563523976256,153.26408575997272,484380662178567.2,2.592175878840692
1501,117.70692761390907,53.00109296577705,150596445640212.62,2.859457982485572
1501,75.3387157290366,75.00746983356873,22112729074504.516,3.359465604422695
1501,14.44091457423687,91.84344628541635,81600438837731.52,3.0104955280329726
1501,95.40465000035667,-11.670236146902127,150319234310356.22,2.8599005636115002
1501,85.9234617531452,102.70055282889122,8659742199416.8125,3.6347097756487923
145,23.602114102876307,117.34098051846709,387930612191565.7,2.6409781955096014
145,110.36178986891949,32.6783855490272,236963608506883.9,2.752624030402332
145,37.0269516194889,153.57966459805294,482449112137823.25,2.593046046936456
