# theta_star=30.0,redshift=0.308
# x,y,kappa_star,slope,chi2
6.107647038424680375e+01,3.709182194383215148e+01,2.547498654115898375e-01,4.759469393937886261e-01,6.731106142670004374e+03
8.767678172074624854e+01,2.863233436080138006e+01,3.663992726417741874e-01,4.000000000000000222e-01,6.717905036014697544e+03
