# theta_star=30.0,redshift=0.308
# x,y,kappa_star,slope,chi2
8.014995080094853108e+01,4.164188315475701785e+01,4.464812504988235897e-01,4.000000000000000222e-01,6.694948225924143117e+03
8.766329419566713455e+01,2.871297033708894730e+01,9.318117248335197611e-02,6.643908637943245488e-01,6.761469714256885709e+03
