# theta_star=30.0,redshift=0.308
# x,y,kappa_star,slope,chi2
6.299371084698162804e+01,4.339861974970760627e+01,2.962314120071633528e-01,4.000007107693491770e-01,6.731575685513876124e+03
1.054175624312879762e+02,5.694772409780046019e+01,5.608196076021301074e-02,8.526481333744759805e-01,6.789199671885021417e+03
8.303750940423856264e+01,3.003180102572407861e+01,3.335597803266211470e-01,4.000014030065332515e-01,6.719836933818125544e+03
