x,y,e1,e2,f1,f2,g1,g2,sigs,sigf,sigg
72.58573357896694,2.338913761838313,0.007782007163267668,-0.048061553560995715,-0.012577769089001802,-0.014409907662285025,-0.012895753768878117,0.013804817594127286,0.19710997171399097,0.06319584288523283,0.11969508913070638
129.7311146656641,2.6618389590876035,0.02717968561815731,-0.19020185884481192,0.0013515757629702478,0.0037690593592200465,0.0020164318190928456,-0.0028934246698255625,0.19710997171399097,0.03478896530324527,0.06589149084219312
46.50760863859532,2.6326933717636365,0.21728378951900415,-0.08249711325850408,-0.014422595046180889,0.009431165777009247,0.05462090778165287,-0.0553612320443518,0.19710997171399097,0.06002857063265859,0.1136961670930406
60.38016338655312,2.8888635317652103,0.3049047491274392,-0.19374828516765086,0.001032724997712671,-0.00045777364822709556,-0.007050535496011924,0.014561142890325377,0.19710997171399097,0.04730375912067967,0.08959493861724063
107.24229495862077,2.947771860003755,0.014308455575724506,0.3096414446040845,-0.014230179581945415,-0.025421052720004576,-0.029724468290585462,-0.010262951184764342,0.19710997171399097,0.11970728965334858,0.22672970326029152
123.3459176050675,2.924617754674543,-0.004449836507129055,-0.13740842082221838,-0.016176515331395858,0.040063336416162054,0.04657830957233132,-0.016282155119447257,0.19710997171399097,0.1351083914933295,0.2558999172060947
76.68733887343906,3.2450094410255446,0.10018359868571942,-0.09139828022398587,-0.004590389592193265,-0.0013996953911908274,0.004781542219558759,-0.019848013536989496,0.19710997171399097,0.07710754290371244,0.14604432505585407
60.03720785801116,3.5149996693766496,0.1372978764408718,-0.1393830172552162,-0.014688761306341645,-0.03608402001863893,-0.009892818353487062,-0.00047770964135890326,0.19710997171399097,0.13773276438688145,0.26087056927851626
130.67361985183018,3.6004504279274556,-0.057924508076692825,-0.04740158604950968,-0.05326833771346809,-0.04613685143134998,-0.07498956517841501,0.07415956619384068,0.19710997171399097,0.13254321066776362,0.2510413769361265
72.18077706908478,3.8659589630763804,0.19232769087888585,-0.04784926399188295,0.020342069815491845,0.007765423607126415,-0.0035930767560080294,-0.008671344265308264,0.19710997171399097,0.07210173521556994,0.13656315398434044
78.6260776469845,4.164468304738051,0.13977969882449356,-0.13972565124051722,0.00010920776590557816,-0.01052843513874486,0.007406689585248716,0.009302416574009379,0.19710997171399097,0.035912999517560315,0.06802045011112379
86.28472547589932,4.140367948799636,0.04551481767244381,-0.08128967675737386,0.010342477673188485,-0.0014162703248057022,0.01122732750746961,0.02015181211727178,0.19710997171399097,0.04946972300455982,0.09369734833754054
4.97195791193603,3.8789668287648027,-0.12521742111252826,0.05586650001031467,-0.052974514190705174,0.023902908315330613,-0.07007144316220021,-0.031016482980954607,0.19710997171399097,0.11056569395403101,0.2094152081595009
93.8059985897304,4.177543766692082,0.15882103684679372,0.04395522828585043,-0.005610662922437646,-0.0028352642807099185,0.007586514275190621,-0.004798849505939134,0.19710997171399097,0.04408021027789903,0.0834894267918105
46.10388114377145,5.4164164428283215,-0.007497408308961432,-0.23825110419486706,0.0007521869372163207,0.0012999882355942574,2.0478787337764636e-05,0.0007498364713655571,0.19710997171399097,0.02539087543978193,0.0480911870166943
49.70297678302449,4.685174279729324,0.06309820759609987,0.016744644272019465,-0.050678843057084366,-0.008814072519729762,0.06362010214946846,-0.027316659108647712,0.19710997171399097,0.17364241846217715,0.3288846830075022
