,NAME,z_use,X_WORLD,Y_WORLD,SNR,FROM,epoch,f435w-f606w,f435w-f814w,f814w-f606w,mag_F814W,xc,yc,ns,rs,q,phi,psi11,psi12,psi22,psi111,psi112,psi122,psi222,err_xc,err_yc,err_ns,err_rs,err_q,err_phi,err_psi11,err_psi12,err_psi22,err_psi111,err_psi112,err_psi122,err_psi222,rchi2,F1_fit,F2_fit,a,Q111,Q112,Q122,Q222,F1_HOLICs,F2_HOLICs,mask_flag,checkFit_flag,noisemap_masked_mean,noisemap_masked_stdv,noisemap_masked_skew,noisemap_masked_kurtosis,a_pix,G1_fit,G2_fit,f1,f2,g1,g2,F,F_pix,G,stamp-size,X_IMAGE,Y_IMAGE,xs,ys,overlap_flag
0,abell2744_6,1.0291,3.46497955,-30.42124479,67.57762095,f814w_w_f814w,1,1.9456,2.7014,-0.7558,23.93457613,-2.000000019,-2.000000007,1.607257643,1.468744887,2.942197468,0.453801643,0,0,0,-0.01260138,0.000198484,-0.009205512,0.02027695,0.043994427,0.030922515,0.007610139,0.013914129,0.029582229,0.002365919,0,0,0,0.000739313,0.000776135,0.000955194,0.00075121,0.839969094,-0.010903446,0.010237717,0.468021275,137.318221,4.266481323,2.565911985,168.2681331,8.71E-05,0.003866718,1,0,0.000630385,0.000472471,-0.582507833,-1.655998976,15.60070917,0.007507579,-0.009840749,-0.36344821,0.341257236,0.250252617,-0.328024971,0.498548997,0.01495647,0.41258545,95,5399.389249,258.6301385,161.9816775,7.758904156,0
1,abell2744_11,1.1765,3.466868752,-30.42117989,54.27407871,f606w_w_f814w,1,0.8599,0.6043,0.2556,25.24089296,-0.976438627,-1.00140271,0.783106574,2.597575112,2.161455642,0.513008862,0,0,0,-0.023088232,-0.018427906,0.00733363,-0.003932644,0.038210934,0.029458274,0.004138838,0.018917056,0.018601273,0.005421235,0,0,0,0.001344354,0.00222605,0.002333294,0.003438364,0.384238572,-0.007877301,-0.011180275,0.238029541,-101.964576,-45.11866965,-6.878771352,-10.25316406,-0.00339099,-0.006273363,0,0,0.000327581,0.000355143,0.162668197,-1.971681185,7.934318042,-0.02254456,-0.025675537,-0.262576713,-0.372675835,-0.751485349,-0.855851222,0.455887934,0.013676638,1.138951949,49,5203.899426,266.4288848,156.1169828,7.992866543,0
2,abell2744_12,3.1109,3.465667263,-30.42089904,42.32695767,f606w_w_f814w,1,2.0627,1.7194,0.3433,24.72119684,-2.044151568,-1.654744685,2.200942971,0.288382237,2.567038986,-1.072484579,0,0,0,0.023099017,-0.010608533,0.000897125,-0.012377724,0.030185987,0.030636941,0.022638216,0.011305056,0.068241051,0.008145198,0,0,0,0.000738045,0.00083255,0.002072911,0.00302903,0.637057404,0.011998071,-0.011493129,0.388496582,23.00537563,121.547585,-218.8932611,576.2356344,0.002104328,0.008656428,1,0,0.000562337,0.000471365,-0.322196773,-1.839926609,12.94988607,0.010203821,-0.009723937,0.399935705,-0.38310429,0.340127381,-0.324131246,0.553820788,0.016614624,0.469837951,69,5328.22942,300.1242145,159.8468826,9.003726434,0
5,abell2744_24,2.7072,3.469919168,-30.42039698,37.90795928,f606w_w_f814w,1,1.0117,0.4169,0.5948,25.44818801,-1.4158747,-1.538963552,0.503352837,2.533047076,2.151970123,-1.270334815,0,0,0,0.035030985,0.009278217,0.009924919,0.017704443,0.062835351,0.088567519,0.012066117,0.033031265,0.045549908,0.012626303,0,0,0,0.015533185,0.006019046,0.003688039,0.005024838,0.403134172,0.022477952,0.01349133,0.154071301,-6.879592402,0.470403856,4.498405254,3.049222535,-0.006705506,0.002725284,0,0,0.000318411,0.000416884,0.625401059,-1.423747388,5.135710033,0.002628113,0.005065104,0.749265069,0.449710996,0.087603778,0.168836815,0.873863905,0.026215917,0.190211178,36,4888.252685,360.3878555,146.6475806,10.81163566,0
7,abell2744_31,0.9875,3.466069229,-30.41962915,24.89055515,f606w_w_f814w,1,0.9344,0.7008,0.2336,25.98923502,-1.98790194,-0.846740776,0.883056751,2.793233849,1.243109519,1.022130021,0,0,0,0.040700245,0.005148119,-0.001259395,-0.043981519,0.059140995,0.064311539,0.01659159,0.046561358,0.033069054,0.063786349,0,0,0,0.005248398,0.003972108,0.003658278,0.003613632,0.306693,0.019720425,-0.0194167,0.19889607,-22.99254045,21.72128148,-12.92165135,-40.00305749,-0.009121011,-0.011594849,0,0,0.000264236,0.000343848,0.533483667,-1.714019005,6.629869015,0.022239214,0.029712938,0.657347506,-0.647223336,0.741307147,0.990431279,0.922498667,0.02767496,1.237129906,45,5286.645681,452.512725,158.5993704,13.57538175,0
13,abell2744_46,2.9307,3.468714359,-30.41830333,25.35713071,f606w_w_f814w,1,1.5561,1.0911,0.465,26.6466264,-2.752960615,-1.987848255,0.665639665,2.795861965,1.761286367,0.086963245,0,0,0,0.034401184,0.003755039,0.024498254,-0.032623273,0.12659971,0.088170355,0.025143051,0.065478122,0.071726889,0.035311444,0,0,0,0.005958081,0.004070469,0.006396887,0.016811108,0.379264805,0.029449719,-0.014434117,0.190853775,-1.515056955,7.181360108,1.594039601,6.988237193,0.000772328,0.005651156,0,0,0.000272741,0.000346063,0.481313899,-1.767088752,6.361792506,-0.01954679,0.021944196,0.981657306,-0.481137233,-0.651559659,0.731473188,1.093226464,0.032796794,0.979583081,42,5012.936851,611.6215526,150.3881055,18.34864658,0
14,abell2744_55,2.3995,3.4674579,-30.4174541,41.76116449,f606w_w_f814w,1,1.2515,0.9622,0.2893,25.72327259,-2.207658256,-1.403761527,0.980846583,1.484068505,2.836220731,1.560896564,0,0,0,0.026490259,-0.001168317,0.001192122,-0.009183509,0.031101645,0.066209171,0.012037726,0.016796142,0.055542688,0.007434667,0,0,0,0.009605844,0.003019627,0.001676639,0.003028413,0.311041672,0.01384119,-0.005175913,0.22084888,-7.612915768,4.049567668,-10.76531159,-74.92374686,-0.005590087,-0.003397927,0,0,0.000323939,0.00035651,0.192750675,-1.961150659,7.361629343,0.011456947,0.002839279,0.461373015,-0.172530438,0.38189823,0.094642639,0.492576705,0.014777301,0.393450743,45,5142.962417,713.5241303,154.2888725,21.40572391,0
15,abell2744_65,1.0459,3.471065621,-30.41657597,34.854064,f814w_w_f814w,1,1.0137,1.1412,-0.1275,25.40086973,-1.291332995,-2.440090267,1.710136577,1.417049425,1.546525191,-1.117534396,0,0,0,-0.015745854,-0.013295794,0.016684944,0.015521473,0.079587027,0.095476412,0.024982364,0.038766149,0.047058192,0.035146604,0,0,0,0.003399957,0.002280065,0.002138026,0.003096244,0.400021473,0.000469545,0.00111284,0.398990946,-98.14531689,-92.88409274,188.4840181,-113.425874,-0.002451367,-0.004450612,0,0,0.000266866,0.000345401,0.522252733,-1.726008879,13.29969821,-0.032900343,-0.027704427,0.015651497,0.037094659,-1.0966781,-0.92348091,0.040261434,0.001207843,1.433708425,81,4769.632125,818.9077684,143.0889638,24.56723305,0
16,abell2744_73,2.5778,3.46912361,-30.41644213,27.44537096,f606w_w_f814w,1,1.6834,1.4669,0.2165,25.87649003,-1.769624153,-2.833947382,0.84716096,2.661401258,2.000100435,0.649122452,0,0,0,0.009321061,-0.009667001,0.002424594,0.035053487,0.093726721,0.076265293,0.016008178,0.039871596,0.047857123,0.018307574,0,0,0,0.004955633,0.00419863,0.00373839,0.00468542,0.269910617,0.005872827,0.012693243,0.245210757,2.632174998,-27.27186036,7.263982817,31.570762,0.003997459,-0.00119805,0,0,0.000287805,0.000349849,0.39357938,-1.843742072,8.173691914,0.001023639,-0.032027244,0.195760916,0.423108102,0.0341213,-1.067574811,0.466200388,0.013986012,1.068119956,51,4970.597337,834.9658742,149.1179201,25.04897623,0
17,abell2744_74,1.9419,3.463083057,-30.41646012,25.07996624,f606w_w_f814w,1,0.8067,0.1822,0.6245,26.25242933,-1.585496759,-1.604426339,0.877533711,1.60421975,2.263986985,1.107083091,0,0,0,0.051136782,0.012077828,-0.013384134,-0.002281406,0.069709484,0.10865361,0.024670945,0.0359943,0.09014595,0.023871087,0,0,0,0.014443991,0.009834237,0.007163143,0.008587831,0.231293182,0.018876324,0.004898211,0.173063192,-0.924670307,11.48959243,16.4320912,6.736603965,0.003825113,-0.001039536,0,0,0.000322702,0.00035579,0.196198251,-1.960174527,5.768773071,0.045644592,0.019257445,0.629210799,0.163273697,1.521486411,0.641914847,0.650049637,0.019501489,1.651355676,35,5595.690539,832.7729825,167.8707162,24.98318947,0
19,abell2744_79,1.1279,3.467382624,-30.41588556,47.3815696,f814w_w_f814w,1,2.3358,3.3063,-0.9705,25.21643502,-2.906266837,-2.505800366,1.296439299,1.98687007,2.177569193,0.022771238,0,0,0,0.009948127,0.000356714,-0.000728355,0.037018085,0.055358178,0.025529417,0.014143393,0.031295681,0.04618512,0.009596889,0,0,0,0.001565447,0.001875795,0.002199605,0.001826277,0.268644105,0.004609886,0.018687399,0.399567363,-27.01411858,45.66817299,79.66794026,-37.92081015,0.002170546,0.000512868,0,0,0.000316475,0.000354517,0.228385623,-1.946071323,13.3189121,0.006066596,-0.017973972,0.153662869,0.622913304,0.202219869,-0.599132397,0.641586519,0.019247596,0.632338916,80,5150.763478,901.7476634,154.5229043,27.0524299,0
23,abell2744_97,0.402,3.461402287,-30.41471955,42.07716978,f814w_w_f814w,1,1.7172,2.1892,-0.472,25.24044711,-1.230468576,-2.270443048,1.317889442,2.600489388,2.258028191,-1.321505152,0,0,0,-0.006179439,0.006976835,0.001148037,0.003518539,0.084454946,0.139794537,0.020468901,0.050909639,0.05873095,0.014921477,0,0,0,0.004867485,0.002120693,0.001686132,0.002186845,0.225867043,-0.002515701,0.005247687,0.388981218,80.82220991,13.81873418,47.41519151,-90.92518749,0.010895772,-0.000662208,0,0,0.000269351,0.000345141,0.501524498,-1.747325283,12.9660406,-0.004811776,0.008705983,-0.083856696,0.174922902,-0.160392518,0.290199432,0.193984451,0.005819534,0.33157423,97,5769.644974,1041.624587,173.0893492,31.24873762,0
27,abell2744_109,1.0989,3.466960652,-30.41484063,31.54616782,f814w_w_f814w,1,0.9412,0.9046,0.0366,26.32081012,-1.033805786,-1.450051362,1.1223137,1.680374814,1.662733133,0.824887432,0,0,0,-0.033823357,0.007554286,0.005596389,-0.024287909,0.08445266,0.085962006,0.024346696,0.042113937,0.064336191,0.035325885,0,0,0,0.007176741,0.007013925,0.007147863,0.007424816,0.285701157,-0.014113484,-0.008366812,0.200958621,-29.57948125,18.1277503,-3.328383153,-29.51837437,-0.012635598,-0.005690814,0,0,0.000268878,0.000344545,0.501802567,-1.746605415,6.698620695,-0.025306263,0.023475384,-0.470449457,-0.278893718,-0.843542089,0.782512789,0.546904377,0.016407131,1.15060398,43,5194.438611,1027.136266,155.8331583,30.81408797,0
28,abell2744_110,0.3885,3.469235018,-30.41466034,40.80609197,f814w_w_f814w,1,1.9332,2.1323,-0.1991,25.99300042,-1.611210872,-1.320613858,1.035365697,2.899027952,1.425548497,1.027785965,0,0,0,0.01217951,-0.006679694,-0.002214238,-0.015351167,0.078140171,0.090794483,0.017394351,0.05196432,0.037429342,0.038078371,0,0,0,0.005319396,0.003522793,0.003103456,0.004121003,0.246776742,0.004982636,-0.01101543,0.258224682,65.32751827,-26.62043101,8.20470669,-7.766908399,0.01176934,-0.004950029,0,0,0.000267622,0.000345798,0.518973163,-1.729047282,8.607489398,0.009411113,-0.002343957,0.166087866,-0.367181013,0.313703751,-0.078131913,0.402997612,0.012089928,0.323287239,56,4959.077904,1048.778689,148.7723371,31.46336068,0
30,abell2744_120,0.7438,3.466380839,-30.41388144,75.47391752,f606w_w_f814w,1,1.2242,1.5386,-0.3144,24.264849,-1.866929428,-0.58809615,0.672884102,4.798689636,1.486673063,0.700698184,0,0,0,-0.000747929,-0.012424945,0.008008453,-0.02101252,0.026860446,0.025667137,0.003560558,0.015224584,0.007010917,0.007217191,0,0,0,0.000977267,0.000615502,0.000625153,0.000946417,1.581521028,0.003630262,-0.016718733,0.260688399,-6.494623251,-9.483422928,-4.473961403,-19.7881017,-0.00111758,-0.002636333,0,0,0.000285337,0.000348515,0.403511102,-1.835493802,8.689613313,-0.012386644,-0.008131158,0.121008731,-0.557291096,-0.412888142,-0.271038599,0.570277546,0.017108326,0.493901347,62,5254.44829,1142.235857,157.6334487,34.26707572,0
36,abell2744_151,0.3193,3.472020888,-30.4128318,34.93024642,f606w_w_f814w,1,2.3482,2.3829,-0.0347,24.73000049,-2.14738423,-1.442017057,0.977576,5.697110384,1.369587701,0.368031911,0,0,0,0.006069632,-0.003927462,0.003238251,0.003742773,0.084542868,0.067319359,0.009348892,0.054397137,0.02004302,0.022343787,0,0,0,0.001245549,0.001649556,0.001665713,0.001618568,0.274551864,0.004653942,-9.23E-05,0.43463914,136.044861,-111.805904,90.03103142,241.7738219,0.003177205,0.002190667,0,0,0.00030749,0.00036311,0.336365535,-1.882145983,14.48797133,-0.001822561,-0.00776258,0.155131385,-0.003078159,-0.06075202,-0.258752673,0.155161921,0.004654858,0.265788927,90,4670.787348,1268.206765,140.1236204,38.04620296,0
41,abell2744_162,0.9805,3.465979642,-30.41276785,22.97276207,f814w_w_f814w,1,1.6033,1.7318,-0.1285,26.57582881,-1.607162673,-1.172132997,1.030476512,1.518721538,1.94066606,1.563464494,0,0,0,-0.022451057,0.000422642,0.003243216,-0.048077087,0.091218644,0.129298256,0.033555631,0.048947111,0.099621132,0.038416404,0,0,0,0.023437202,0.010181412,0.006563997,0.007501454,0.216663243,-0.009603921,-0.023827223,0.182019962,11.65427391,0.333812546,-5.660360445,-35.62724241,0.010032552,-0.010339572,0,0,0.000210325,0.00032528,0.900722585,-1.187032549,6.067332061,-0.016090352,0.024672507,-0.320130693,-0.794240752,-0.53634507,0.8224169,0.856330562,0.025689917,0.981853142,46,5295.976155,1275.863219,158.8792847,38.27589657,0
42,abell2744_164,3.3415,3.473881039,-30.41253891,27.96444545,f814w_w_f814w,1,2.4967,2.3714,0.1253,25.84946851,-3.132128938,-1.553817546,3.128071948,0.068614901,1.200976795,3.128397133,0,0,0,0.01503833,-0.017999414,-0.007003993,-0.02609507,0.097998699,0.072349348,0.052794046,0.005073248,0.058025244,0.149235924,0,0,0,0.005257777,0.003487262,0.002762768,0.004139886,0.371196937,0.004017168,-0.022047242,0.328588064,-137.0492503,-43.17024871,-58.01092795,-85.67993008,-0.007866213,-0.005295902,0,0,0.00029288,0.000351093,0.36524448,-1.865201628,10.95293548,0.018025155,-0.013951585,0.133905612,-0.734908063,0.600838499,-0.465052839,0.747007747,0.022410232,0.759790132,69,4478.286707,1303.351674,134.3486012,39.10055023,0
47,abell2744_181,0.3594,3.461392171,-30.41229104,39.8553232,f606w_w_f814w,1,1.2822,0.8976,0.3846,25.99590641,-1.949253916,-3.181320708,0.833376827,1.986285878,2.218561841,0.946324324,0,0,0,0.00870871,0.016280138,0.001403838,0.034446111,0.057278805,0.047594705,0.013606115,0.029093229,0.056150257,0.012852454,0,0,0,0.007601036,0.004925447,0.003134941,0.002401555,0.408843223,0.005056274,0.025363124,0.219916184,-28.72227318,3.14914689,9.73463453,5.120564802,-0.008172341,-0.000793384,0,0,0.000293111,0.000349961,0.356951002,-1.871472241,7.330539461,0.002248597,0.007197151,0.168542474,0.84543748,0.074953249,0.239905026,0.862073719,0.025862212,0.251341224,45,5770.72489,1333.04451,173.1217467,39.99133531,0
48,abell2744_184,1.0809,3.466976651,-30.41185669,79.83093635,f814w_w_f814w,1,1.1107,1.0991,0.0116,24.44989985,-0.238752996,-1.648678188,1.154374834,4.279225284,2.119693594,-0.607549481,0,0,0,-0.004187893,-0.001529431,0.001665343,0.008918886,0.095136631,0.108078981,0.007923149,0.038747819,0.026653861,0.00721096,0,0,0,0.000830325,0.00101729,0.000622635,0.00143968,0.610686329,-0.001261275,0.003694728,0.535048172,-83.86994194,337.935749,9.326588546,233.6136892,0.003105965,0.004222935,0,0,0.000342737,0.000355715,0.075238803,-1.992554615,17.83493906,-0.004591961,-0.00675359,-0.042042498,0.123157586,-0.153065378,-0.225119654,0.130135939,0.003904078,0.272227604,111,5192.805945,1385.206381,155.7841783,41.55619144,0
49,abell2744_196,4.2912,3.472666238,-30.4118895,27.98125286,f814w_w_f814w,1,71.8111,72.4027,-0.5916,26.17280142,-1.499089603,-1.430661252,1.163789368,1.726764638,1.574599207,0.314703873,0,0,0,-0.05039187,-0.014002782,0.01247488,-0.003749361,0.07089336,0.083958326,0.02778862,0.055916373,0.076675005,0.039768504,0,0,0,0.003762178,0.004458528,0.007027232,0.010089984,0.354935813,-0.018958495,-0.008876072,0.22809637,-106.483456,-32.35708996,18.27568229,-1.186870525,-0.00067261,-0.006548146,1,0,0.000372381,0.00035795,-0.078286708,-1.992299041,7.603212322,-0.043908255,-0.019129492,-0.631949833,-0.29586905,-1.463608493,-0.63764974,0.697781547,0.020933446,1.596479568,46,4604.003825,1381.281655,138.1201148,41.43844966,0
50,abell2744_209,1.0739,3.461613392,-30.41120924,94.57059039,f606w_w_f814w,1,0.8768,0.6664,0.2104,24.86240513,-2.588248286,-2.025611025,0.669852957,2.689470369,1.848648622,0.865107378,0,0,0,0.003036829,0.018051424,0.002240756,0.025537135,0.014297646,0.024867317,0.004657262,0.012397166,0.014867895,0.006132627,0,0,0,0.001374891,0.001262839,0.001529092,0.00202438,1.07005577,0.002638793,0.021794279,0.186139759,-1.71176907,3.697290507,3.153655025,2.938195231,-0.000781666,0.001421066,0,0,0.000272169,0.000346755,0.489771281,-1.75882088,6.204658626,-0.00184272,0.014308569,0.08795975,0.726475979,-0.061424009,0.476952287,0.731781569,0.021953447,0.480891249,43,5747.845822,1462.861925,172.4353747,43.88585776,0
51,abell2744_214,2.1872,3.480105102,-30.41110544,26.57652744,f606w_w_f814w,1,1.1383,0.5431,0.5952,26.17210453,-1.380676483,-1.44337962,1.948911075,0.562592995,3.311823329,1.471330073,0,0,0,-0.022500864,0.012225464,0.010226419,-0.025615415,0.090226902,0.216413158,0.046114692,0.029143707,0.157694813,0.017726351,0,0,0,0.010430632,0.003517531,0.002860386,0.003016121,0.296477656,-0.006137222,-0.006694976,0.405061484,-77.91212087,10.10060945,239.2144908,96.40146483,-0.00097308,-0.001440411,1,0,0.000313007,0.000356936,0.264211452,-1.928579157,13.50204948,-0.026590061,0.031145904,-0.204574083,-0.223165853,-0.886335377,1.038196806,0.302743378,0.009082301,1.365079854,74,3834.168441,1475.340235,115.0250532,44.26020705,0
52,abell2744_215,0.8898,3.459119332,-30.41113664,37.58970023,f814w_w_f814w,1,1.5045,2.4794,-0.9749,25.64412017,-2.188065648,-1.96788985,1.179803356,1.992466045,1.300520806,-0.779268578,0,0,0,0.008962325,-0.007628741,0.001775169,0.020177501,0.064692068,0.064098026,0.01772016,0.038225752,0.034676306,0.049120316,0,0,0,0.005632309,0.004362021,0.003872659,0.005056359,0.25609315,0.005368747,0.00627438,0.223386145,42.2362199,-26.16447726,-2.93082751,23.93795529,0.003019449,0.002010094,0,0,0.000262982,0.000342094,0.532636049,-1.715152845,7.446204828,0.00181841,-0.021531861,0.178958229,0.209145996,0.060613661,-0.717728715,0.27526005,0.008257802,0.720283642,49,6005.953111,1471.546962,180.1785933,44.14640885,0
55,abell2744_225,5.0032,3.467669881,-30.41099607,27.41792784,f814w_w_f814w,1,70.8806,72.3359,-1.4553,26.53406475,-1.021582006,-2.010362833,0.936706634,2.863586105,1.757144161,0.695438293,0,0,0,-0.031024185,0.00090368,0.000242555,-0.016683391,0.211395946,0.140232174,0.034052597,0.076888488,0.07538501,0.042383617,0,0,0,0.007082058,0.005518179,0.008956078,0.010689376,0.316685753,-0.015390815,-0.007889856,0.261065297,-45.76833271,-21.48719602,3.054608946,-11.87150829,-0.003154748,-0.003998668,0,0,0.000284144,0.00034904,0.415126667,-1.826011931,8.70217658,-0.015875925,0.009697216,-0.513027181,-0.262995184,-0.529197492,0.323240526,0.576509631,0.017295289,0.620108396,52,5121.071184,1488.4841,153.6321355,44.65452301,0
57,abell2744_228,2.9608,3.463562012,-30.41083033,23.96591398,f606w_w_f814w,1,1.3685,0.8723,0.4962,26.42961845,-1.499251027,-1.527841626,0.892269914,1.895179815,1.549647838,0.779329809,0,0,0,-0.019100525,0.023545524,0.020117572,0.003886086,0.079291356,0.091798808,0.026409764,0.052524559,0.070472337,0.048889325,0,0,0,0.011697914,0.008871078,0.009204776,0.015041387,0.237957554,0.000508523,0.013715805,0.146948672,8.822282874,10.68455467,10.17505411,12.97212342,0.011677714,0.01984359,0,0,0.000272158,0.000344699,0.47765842,-1.770454435,4.898289053,-0.03972662,0.033375242,0.016950782,0.4571935,-1.324220655,1.112508071,0.457507624,0.013725229,1.729518589,34,5546.190612,1508.347695,166.3857184,45.25043084,0
61,abell2744_237,1.7932,3.467274931,-30.41015704,27.35210655,f606w_w_f814w,1,1.4048,1.6529,-0.2481,25.52961267,-1.629331557,-0.25339486,1.819455341,0.371489289,1.668521974,1.206376368,0,0,0,-0.013822458,-0.009720252,-0.007752967,-0.056308909,0.017394783,0.026755687,0.006243772,0.004263514,0.026482311,0.005207503,0,0,0,0.003800614,0.000953545,0.001813391,0.001416003,0.407435902,-0.010787712,-0.03301458,0.293457525,-66.38617402,-70.82610966,-107.0028431,-345.3944082,-0.00950114,-0.014948026,1,0,0.00051703,0.000316218,-1.02160508,-0.952189974,9.781917504,0.004718222,0.013574077,-0.359590414,-1.100486008,0.157274075,0.452469222,1.157745533,0.034732366,0.479023519,47,5161.950189,1589.165306,154.8585057,47.67495917,0
63,abell2744_244,2.9829,3.465774684,-30.41015934,65.68777263,f814w_w_f814w,1,1.6988,1.2915,0.4073,25.80122585,-2.036653728,-1.548432241,0.625674731,2.545220481,1.611562635,1.246262549,0,0,0,0.037440645,-0.009942794,-0.013177542,0.034629894,0.044151655,0.055213459,0.009758533,0.025253301,0.0280209,0.017238029,0,0,0,0.009035323,0.004676716,0.003491045,0.004364191,0.48704919,0.012131552,0.01234355,0.152932138,-1.603384322,-0.628694584,1.793254798,16.53001667,0.000252969,0.008964997,0,0,0.000269289,0.000343729,0.4936524,-1.754947102,5.097737922,0.038486636,-0.032229138,0.404385051,0.411451675,1.282887857,-1.074304602,0.576905322,0.01730716,1.673299624,35,5317.209968,1588.881446,159.5162991,47.66644337,0
65,abell2744_251,4.9807,3.479117555,-30.41002308,20.7722565,f814w_w_f814w,1,1.4553,2.8758,-1.4205,26.98186359,-1.669713424,-2.233882303,1.639102418,0.509470251,2.050037747,1.121776073,0,0,0,-0.005079549,0.011453276,-0.025293277,0.02276045,0.08364447,0.11145264,0.048561271,0.025117028,0.129097595,0.042981419,0,0,0,0.020353762,0.012181192,0.009900335,0.011223489,0.290157146,-0.015186413,0.017106863,0.177171011,-9.355470156,-2.804532285,-4.577126664,10.0461443,-0.017768431,0.010567795,0,0,0.000269996,0.000347205,0.509088182,-1.739273824,5.905700362,0.03540014,0.005799689,-0.506213764,0.570228782,1.180004681,0.193322983,0.762504583,0.022875137,1.195736101,37,3936.362603,1605.229168,118.0908781,48.15687504,0
67,abell2744_253,0.5562,3.4773865,-30.41001861,21.34811982,f814w_w_f814w,1,1.0653,1.3383,-0.273,26.07511757,-1.901443644,-1.947989632,1.136789697,3.267615302,1.888500956,-0.556405945,0,0,0,0.004371812,-0.008949923,-0.001968193,-0.013157389,0.24720935,0.187561446,0.039207077,0.119860121,0.102074599,0.038884492,0,0,0,0.005981204,0.004442844,0.005062939,0.007310501,0.257008744,0.001201809,-0.011053656,0.311193545,34.52421559,-11.32262281,38.18890356,-62.72835402,0.00614766,-0.005362568,0,0,0.000216777,0.000331712,0.878092422,-1.225874444,10.37311815,0.005138195,-0.00684619,0.04006031,-0.368455197,0.171273173,-0.228206338,0.370626578,0.011118797,0.28532899,67,4115.508749,1605.775433,123.4652625,48.17326299,0
71,abell2744_270,0.8398,3.484307293,-30.40913141,60.27192816,f606w_w_f814w,1,1.0798,1.2415,-0.1617,24.87225382,-2.349255413,-2.237048144,0.863743102,3.05907154,1.808733876,-0.563721429,0,0,0,0.021072062,0.012894483,-0.00718574,0.022349309,0.033479245,0.027890225,0.006173484,0.018432878,0.017727118,0.008415283,0,0,0,0.001235257,0.001012441,0.001214708,0.001848912,0.944796869,0.006943161,0.017621896,0.263498207,60.98234677,1.723089593,-9.195353265,-14.28168054,0.004438782,-0.001341422,0,0,0.000298637,0.000353155,0.337972022,-1.883651488,8.783273566,0.021314641,0.008167069,0.231438696,0.587396531,0.710488038,0.272235649,0.63134662,0.018940399,0.760858398,58,3399.269109,1712.183187,101.9780733,51.36549562,0
72,abell2744_277,2.5875,3.476631685,-30.40921088,40.90325113,f606w_w_f814w,1,1.1696,0.4826,0.687,26.49751161,-1.750656354,-0.288979108,1.056731032,1.036787185,1.675872156,1.420513875,0,0,0,0.072653048,-0.004452812,0.006308586,-0.072558068,0.033080716,0.045645001,0.021205747,0.022260366,0.062834078,0.027225885,0,0,0,0.010440657,0.00694525,0.005291053,0.004314495,0.525282648,0.039480817,-0.03850544,0.144322631,6.91418225,-3.413265118,0.848578086,-12.14153464,0.014975947,-0.011240679,0,0,0.000268341,0.00034676,0.519311254,-1.728395264,4.810754375,0.026863646,0.029599816,1.31602722,-1.283514672,0.89545485,0.98666052,1.838297461,0.055148924,1.332418242,33,4193.62231,1702.704974,125.8086693,51.08114922,0
75,abell2744_284,1.7399,3.461345601,-30.40889529,24.51689404,f606w_w_f814w,1,1.4007,1.568,-0.1673,25.35131212,-1.20129338,-2.046254076,1.235849199,2.58544931,1.114346375,-1.586501555,0,0,0,-0.032389175,-0.000727595,0.021282596,0.007427655,0.055911446,0.058762334,0.015862283,0.041188748,0.027215155,0.103640652,0,0,0,0.002632557,0.002620671,0.002443309,0.002702795,0.337267721,-0.00555329,0.00335003,0.267113781,-183.3107665,-11.44831065,6.724213044,16.57179074,-0.014191181,0.000354424,0,0,0.000358494,0.000355292,-0.017291219,-1.998388223,8.903792706,-0.048118481,-0.004805221,-0.185109654,0.111667664,-1.60394937,-0.160174026,0.216183374,0.006485501,1.611927201,67,5775.590591,1740.532191,173.2677177,52.21596574,0
76,abell2744_285,0.3396,3.480100229,-30.40832673,67.94340949,f606w_w_f814w,1,1.8508,1.8405,0.0103,24.05856673,-0.850401165,0.553930052,0.856954326,8.274711792,1.210191263,1.386777884,0,0,0,-0.000478246,-0.002326649,0.002527394,-0.007450813,0.00998671,0.032901868,0.004318476,0.039853607,0.009531838,0.02569056,0,0,0,0.001218583,0.001543852,0.001179646,0.001406051,0.574271409,0.001024574,-0.004888731,0.499679063,960.9715286,269.5193144,97.80751429,-28.12506341,0.005097542,0.000554637,0,0,0.00032362,0.000358557,0.206338869,-1.955514315,16.65596877,-0.004030214,0.000235433,0.034152479,-0.162957709,-0.134340474,0.007847751,0.166498069,0.004994942,0.1345695,107,3834.655527,1808.783188,115.0396658,54.26349564,0
77,abell2744_287,0.8262,3.457403616,-30.40860167,39.34799662,f606w_w_f814w,1,1.4089,1.6439,-0.235,24.97818028,-1.489951253,-3.525927785,1.013390606,2.480706447,1.745164425,1.372421403,0,0,0,0.001652986,0.014289054,-0.005365386,0.026729464,0.027346575,0.035342799,0.007178277,0.017860876,0.018022301,0.00853266,0,0,0,0.002048695,0.00106271,0.001036881,0.000994588,0.347534434,-0.0018562,0.020509259,0.297448189,-1.31822477,22.36773636,31.42269113,59.67882897,0.000702739,0.003001052,0,0,0.000319517,0.000352432,0.197127732,-1.959676035,9.914939642,0.008874572,0.008068849,-0.061873341,0.683641957,0.295819067,0.268961636,0.686436185,0.020593086,0.399811558,61,6183.555051,1775.719318,185.5066515,53.27157953,0
