catalog,src_id,img_id,ra_deg,dec_deg,theta_x_arcsec,theta_y_arcsec,z,z_type,z_err,pos_err_arcsec,notes
Furtak2023,6200,6200.1,3.658876,-30.420481,219.003323,-73.294319,,unknown,,,from_vizier
Furtak2023,6201,6201.1,3.655763,-30.420522,209.337935,-73.437489,,unknown,,,from_vizier
Furtak2023,6202,6202.1,3.639739,-30.420540,159.595299,-73.474476,,unknown,,,from_vizier
Furtak2023,6203,6203.1,3.593157,-30.420502,14.983851,-73.304291,,unknown,,,from_vizier
Furtak2023,6204,6204.1,3.586760,-30.421009,-4.872430,-75.128444,,unknown,,,from_vizier
Furtak2023,6205,6205.1,3.587063,-30.420670,-3.934444,-73.908814,,unknown,,,from_vizier
Furtak2023,6206,6206.1,3.651505,-30.420486,196.120848,-73.302076,,unknown,,,from_vizier
Furtak2023,6207,6207.1,3.639190,-30.420499,157.889255,-73.328643,,unknown,,,from_vizier
Furtak2023,6208,6208.1,3.628580,-30.420510,124.950660,-73.353835,,unknown,,,from_vizier
Furtak2023,6209,6209.1,3.576797,-30.420481,-35.803779,-73.229693,,unknown,,,from_vizier
Furtak2023,6210,6210.1,3.631512,-30.420566,134.053973,-73.558741,,unknown,,,from_vizier
Furtak2023,6211,6211.1,3.631467,-30.420511,133.913305,-73.360409,,unknown,,,from_vizier
Furtak2023,6212,6212.1,3.617299,-30.420523,89.930276,-73.391117,,unknown,,,from_vizier
Furtak2023,6213,6213.1,3.585353,-30.420533,-9.242900,-73.413225,,unknown,,,from_vizier
Furtak2023,6214,6214.1,3.650422,-30.420441,192.758154,-73.137589,,unknown,,,from_vizier
Furtak2023,6215,6215.1,3.587875,-30.420456,-1.411604,-73.138075,,unknown,,,from_vizier
Furtak2023,6216,6216.1,3.579715,-30.420538,-26.744677,-73.433809,,unknown,,,from_vizier
Furtak2023,6217,6217.1,3.638951,-30.420422,157.148076,-73.050211,,unknown,,,from_vizier
Furtak2023,6218,6218.1,3.637400,-30.420424,152.333574,-73.055176,,unknown,,,from_vizier
Furtak2023,6219,6219.1,3.630046,-30.420569,129.502088,-73.569281,,unknown,,,from_vizier
Furtak2023,6220,6220.1,3.622169,-30.420437,105.048444,-73.085604,,unknown,,,from_vizier
Furtak2023,6221,6221.1,3.595201,-30.421085,21.329210,-75.404017,,unknown,,,from_vizier
Furtak2023,6222,6222.1,3.594961,-30.420966,20.584412,-74.973100,,unknown,,,from_vizier
Furtak2023,6223,6223.1,3.594784,-30.420636,20.035399,-73.786004,,unknown,,,from_vizier
Furtak2023,6224,6224.1,3.595314,-30.420953,21.679622,-74.929056,,unknown,,,from_vizier
Furtak2023,6225,6225.1,3.595500,-30.421319,22.257526,-76.246535,,unknown,,,from_vizier
Furtak2023,6226,6226.1,3.579970,-30.420463,-25.952425,-73.165098,,unknown,,,from_vizier
Furtak2023,6227,6227.1,3.571429,-30.420461,-52.466507,-73.159449,,unknown,,,from_vizier
Furtak2023,6228,6228.1,3.567100,-30.420432,-65.906629,-73.056161,,unknown,,,from_vizier
Furtak2023,6229,6229.1,3.652061,-30.420485,197.846823,-73.299386,,unknown,,,from_vizier
Furtak2023,6230,6230.1,3.626585,-30.420438,118.758037,-73.093820,,unknown,,,from_vizier
Furtak2023,6231,6231.1,3.653009,-30.420580,200.790561,-73.639784,,unknown,,,from_vizier
Furtak2023,6232,6232.1,3.653348,-30.420570,201.842460,-73.605208,,unknown,,,from_vizier
Furtak2023,6233,6233.1,3.652968,-30.420450,200.663594,-73.173864,,unknown,,,from_vizier
Furtak2023,6234,6234.1,3.640193,-30.420425,161.003389,-73.062822,,unknown,,,from_vizier
Furtak2023,6235,6235.1,3.612412,-30.420407,74.759691,-72.967735,,unknown,,,from_vizier
Furtak2023,6236,6236.1,3.588937,-30.420448,1.883791,-73.107902,,unknown,,,from_vizier
Furtak2023,6237,6237.1,3.658068,-30.420422,216.495746,-73.081147,,unknown,,,from_vizier
Furtak2023,6238,6238.1,3.650628,-30.420383,193.399460,-72.926582,,unknown,,,from_vizier
Furtak2023,6239,6239.1,3.622820,-30.420391,107.071115,-72.919285,,unknown,,,from_vizier
Furtak2023,6240,6240.1,3.639608,-30.420393,159.186126,-72.946955,,unknown,,,from_vizier
Furtak2023,6241,6241.1,3.629396,-30.420423,127.484023,-73.041747,,unknown,,,from_vizier
Furtak2023,6242,6242.1,3.574692,-30.420527,-42.336761,-73.396505,,unknown,,,from_vizier
Furtak2023,6243,6243.1,3.574611,-30.420497,-42.589802,-73.287515,,unknown,,,from_vizier
Furtak2023,6244,6244.1,3.571229,-30.420381,-53.087719,-72.872662,,unknown,,,from_vizier
Furtak2023,6245,6245.1,3.663853,-30.420349,234.454995,-72.830672,,unknown,,,from_vizier
Furtak2023,6246,6246.1,3.647563,-30.420359,183.883825,-72.834740,,unknown,,,from_vizier
Furtak2023,6247,6247.1,3.633822,-30.420466,141.226427,-73.203362,,unknown,,,from_vizier
Furtak2023,6248,6248.1,3.587417,-30.420381,-2.835291,-72.866839,,unknown,,,from_vizier
Furtak2023,6249,6249.1,3.622233,-30.420344,105.249866,-72.748523,,unknown,,,from_vizier
Furtak2023,6250,6250.1,3.579869,-30.420369,-26.267188,-72.825236,,unknown,,,from_vizier
Furtak2023,6251,6251.1,3.655193,-30.420366,207.569012,-72.873942,,unknown,,,from_vizier
Furtak2023,6252,6252.1,3.622708,-30.420435,106.721646,-73.079973,,unknown,,,from_vizier
Furtak2023,6253,6253.1,3.622739,-30.420352,106.819974,-72.778816,,unknown,,,from_vizier
Furtak2023,6254,6254.1,3.592256,-30.420741,12.187513,-74.162739,,unknown,,,from_vizier
Furtak2023,6255,6255.1,3.592176,-30.420453,11.939776,-73.127111,,unknown,,,from_vizier
Furtak2023,6256,6256.1,3.661999,-30.420323,228.697734,-72.733730,,unknown,,,from_vizier
Furtak2023,6257,6257.1,3.609513,-30.420366,65.760024,-72.821240,,unknown,,,from_vizier
Furtak2023,6258,6258.1,3.662419,-30.420295,230.003524,-72.634028,,unknown,,,from_vizier
Furtak2023,6259,6259.1,3.658935,-30.420334,219.187378,-72.765216,,unknown,,,from_vizier
Furtak2023,6260,6260.1,3.656254,-30.420312,210.863382,-72.682752,,unknown,,,from_vizier
Furtak2023,6261,6261.1,3.625254,-30.420610,114.625828,-73.711053,,unknown,,,from_vizier
Furtak2023,6262,6262.1,3.625378,-30.420379,115.011474,-72.879471,,unknown,,,from_vizier
Furtak2023,6263,6263.1,3.622195,-30.420310,105.130247,-72.628587,,unknown,,,from_vizier
Furtak2023,6264,6264.1,3.665854,-30.420372,240.664694,-72.917688,,unknown,,,from_vizier
Furtak2023,6265,6265.1,3.644737,-30.420330,175.111441,-72.728765,,unknown,,,from_vizier
Furtak2023,6266,6266.1,3.624976,-30.420308,113.763857,-72.623068,,unknown,,,from_vizier
Furtak2023,6267,6267.1,3.604616,-30.420327,50.558465,-72.677964,,unknown,,,from_vizier
Furtak2023,6268,6268.1,3.571687,-30.420331,-51.667536,-72.689809,,unknown,,,from_vizier
Furtak2023,6269,6269.1,3.643823,-30.420647,172.271187,-73.868728,,unknown,,,from_vizier
Furtak2023,6270,6270.1,3.644218,-30.420452,173.499946,-73.166338,,unknown,,,from_vizier
Furtak2023,6271,6271.1,3.622693,-30.420288,106.676501,-72.548611,,unknown,,,from_vizier
Furtak2023,6272,6272.1,3.622301,-30.420308,105.459673,-72.620969,,unknown,,,from_vizier
Furtak2023,6273,6273.1,3.592074,-30.420297,11.623453,-72.565073,,unknown,,,from_vizier
Furtak2023,6274,6274.1,3.564929,-30.420305,-72.646387,-72.600880,,unknown,,,from_vizier
Furtak2023,6275,6275.1,3.652860,-30.420313,200.327448,-72.680883,,unknown,,,from_vizier
Furtak2023,6276,6276.1,3.617761,-30.420311,91.365039,-72.625798,,unknown,,,from_vizier
Furtak2023,6277,6277.1,3.614547,-30.420534,81.387812,-73.427160,,unknown,,,from_vizier
Furtak2023,6278,6278.1,3.614452,-30.420371,81.093282,-72.839737,,unknown,,,from_vizier
Furtak2023,6279,6279.1,3.595313,-30.420323,21.677867,-72.659727,,unknown,,,from_vizier
Furtak2023,6280,6280.1,3.583766,-30.421947,-14.169750,-78.506068,,unknown,,,from_vizier
Furtak2023,6281,6281.1,3.584624,-30.421735,-11.506008,-77.743310,,unknown,,,from_vizier
Furtak2023,6282,6282.1,3.583196,-30.421636,-15.936337,-77.387143,,unknown,,,from_vizier
Furtak2023,6283,6283.1,3.583708,-30.421014,-14.349814,-75.146537,,unknown,,,from_vizier
Furtak2023,6284,6284.1,3.584197,-30.420705,-12.831184,-74.032552,,unknown,,,from_vizier
Furtak2023,6285,6285.1,3.583119,-30.421306,-16.176846,-76.196395,,unknown,,,from_vizier
Furtak2023,6286,6286.1,3.587624,-30.421753,-2.191378,-77.808496,,unknown,,,from_vizier
Furtak2023,6287,6287.1,3.586654,-30.421617,-5.202455,-77.317387,,unknown,,,from_vizier
Furtak2023,6288,6288.1,3.583661,-30.420767,-14.495400,-74.259174,,unknown,,,from_vizier
Furtak2023,6289,6289.1,3.630327,-30.420296,130.377146,-72.586292,,unknown,,,from_vizier
Furtak2023,6290,6290.1,3.618904,-30.420290,94.915600,-72.551999,,unknown,,,from_vizier
Furtak2023,6291,6291.1,3.607174,-30.420315,58.498836,-72.634455,,unknown,,,from_vizier
Furtak2023,6292,6292.1,3.651406,-30.420286,195.812383,-72.580366,,unknown,,,from_vizier
Furtak2023,6293,6293.1,3.619919,-30.420289,98.066369,-72.551146,,unknown,,,from_vizier
Furtak2023,6294,6294.1,3.611346,-30.420265,71.449739,-72.458941,,unknown,,,from_vizier
Furtak2023,6295,6295.1,3.603945,-30.420289,48.476343,-72.538497,,unknown,,,from_vizier
Furtak2023,6296,6296.1,3.583688,-30.420265,-14.409940,-72.450191,,unknown,,,from_vizier
Furtak2023,6297,6297.1,3.575452,-30.420285,-39.979618,-72.523617,,unknown,,,from_vizier
Furtak2023,6298,6298.1,3.565961,-30.420346,-69.441678,-72.749575,,unknown,,,from_vizier
Furtak2023,6299,6299.1,3.615093,-30.420298,83.084015,-72.578745,,unknown,,,from_vizier
Furtak2023,6300,6300.1,3.580123,-30.420290,-25.476728,-72.542493,,unknown,,,from_vizier
Furtak2023,6301,6301.1,3.648301,-30.420242,186.175752,-72.416100,,unknown,,,from_vizier
Furtak2023,6302,6302.1,3.631177,-30.420312,133.015793,-72.643677,,unknown,,,from_vizier
Furtak2023,6303,6303.1,3.622294,-30.420245,105.436523,-72.395053,,unknown,,,from_vizier
Furtak2023,6304,6304.1,3.616488,-30.420262,87.412887,-72.451149,,unknown,,,from_vizier
Furtak2023,6305,6305.1,3.612095,-30.420248,73.775828,-72.395571,,unknown,,,from_vizier
Furtak2023,6306,6306.1,3.577339,-30.420262,-34.121664,-72.441504,,unknown,,,from_vizier
Furtak2023,6307,6307.1,3.571215,-30.420245,-53.130361,-72.383613,,unknown,,,from_vizier
Furtak2023,6308,6308.1,3.612400,-30.420236,74.723101,-72.355017,,unknown,,,from_vizier
Furtak2023,6309,6309.1,3.595676,-30.420266,22.805755,-72.455482,,unknown,,,from_vizier
Furtak2023,6310,6310.1,3.656980,-30.420252,213.118538,-72.468822,,unknown,,,from_vizier
Furtak2023,6311,6311.1,3.624059,-30.420353,110.918199,-72.784492,,unknown,,,from_vizier
Furtak2023,6312,6312.1,3.623771,-30.420425,110.022761,-73.043878,,unknown,,,from_vizier
Furtak2023,6313,6313.1,3.623658,-30.420274,109.671677,-72.498833,,unknown,,,from_vizier
Furtak2023,6314,6314.1,3.623374,-30.420423,108.791658,-73.036148,,unknown,,,from_vizier
Furtak2023,6315,6315.1,3.621234,-30.420214,102.146547,-72.281014,,unknown,,,from_vizier
Furtak2023,6316,6316.1,3.612220,-30.420214,74.163325,-72.275825,,unknown,,,from_vizier
Furtak2023,6317,6317.1,3.576736,-30.420242,-35.991228,-72.369401,,unknown,,,from_vizier
Furtak2023,6318,6318.1,3.635247,-30.420185,145.648706,-72.193061,,unknown,,,from_vizier
Furtak2023,6319,6319.1,3.611083,-30.420785,70.633455,-74.329144,,unknown,,,from_vizier
Furtak2023,6320,6320.1,3.611338,-30.420591,71.426352,-73.631563,,unknown,,,from_vizier
Furtak2023,6321,6321.1,3.611820,-30.421730,72.921619,-77.731822,,unknown,,,from_vizier
Furtak2023,6322,6322.1,3.612711,-30.421337,75.688383,-76.316656,,unknown,,,from_vizier
Furtak2023,6323,6323.1,3.611483,-30.422967,71.873580,-82.186306,,unknown,,,from_vizier
Furtak2023,6324,6324.1,3.611951,-30.423473,73.326110,-84.005449,,unknown,,,from_vizier
Furtak2023,6325,6325.1,3.612709,-30.423704,75.680387,-84.838659,,unknown,,,from_vizier
Furtak2023,6326,6326.1,3.583773,-30.420209,-14.145253,-72.249737,,unknown,,,from_vizier
Furtak2023,6327,6327.1,3.649860,-30.420670,191.012558,-73.959918,,unknown,,,from_vizier
Furtak2023,6328,6328.1,3.649973,-30.420183,191.364197,-72.206570,,unknown,,,from_vizier
Furtak2023,6329,6329.1,3.650123,-30.420354,191.831177,-72.823782,,unknown,,,from_vizier
Furtak2023,6330,6330.1,3.640430,-30.420189,161.739972,-72.215307,,unknown,,,from_vizier
Furtak2023,6331,6331.1,3.626864,-30.420188,119.624731,-72.193574,,unknown,,,from_vizier
Furtak2023,6332,6332.1,3.589823,-30.420333,4.634919,-72.696253,,unknown,,,from_vizier
Furtak2023,6333,6333.1,3.589760,-30.420313,4.439216,-72.624055,,unknown,,,from_vizier
Furtak2023,6334,6334.1,3.589924,-30.420201,4.948363,-72.221041,,unknown,,,from_vizier
Furtak2023,6335,6335.1,3.667782,-30.420182,246.651237,-72.238450,,unknown,,,from_vizier
Furtak2023,6336,6336.1,3.657290,-30.420165,214.079976,-72.155448,,unknown,,,from_vizier
Furtak2023,6337,6337.1,3.643509,-30.420168,171.299181,-72.141512,,unknown,,,from_vizier
Furtak2023,6338,6338.1,3.630023,-30.420178,129.431020,-72.161708,,unknown,,,from_vizier
Furtak2023,6339,6339.1,3.585227,-30.420186,-9.632970,-72.167019,,unknown,,,from_vizier
Furtak2023,6340,6340.1,3.621318,-30.420147,102.408042,-72.039538,,unknown,,,from_vizier
Furtak2023,6341,6341.1,3.611602,-30.420161,72.246088,-72.083478,,unknown,,,from_vizier
Furtak2023,6342,6342.1,3.589579,-30.420141,3.876714,-72.002729,,unknown,,,from_vizier
Furtak2023,6343,6343.1,3.644071,-30.420116,173.043147,-71.955531,,unknown,,,from_vizier
Furtak2023,6344,6344.1,3.631265,-30.420133,133.289296,-71.999700,,unknown,,,from_vizier
Furtak2023,6345,6345.1,3.627155,-30.420158,120.528672,-72.085211,,unknown,,,from_vizier
Furtak2023,6346,6346.1,3.622283,-30.420123,105.403145,-71.955532,,unknown,,,from_vizier
Furtak2023,6347,6347.1,3.611460,-30.420157,71.804788,-72.067294,,unknown,,,from_vizier
Furtak2023,6348,6348.1,3.652588,-30.420146,199.484096,-72.076564,,unknown,,,from_vizier
Furtak2023,6349,6349.1,3.578572,-30.420190,-30.291399,-72.180146,,unknown,,,from_vizier
Furtak2023,6350,6350.1,3.569931,-30.420121,-57.116688,-71.935998,,unknown,,,from_vizier
Furtak2023,6351,6351.1,3.566268,-30.420193,-68.488677,-72.196970,,unknown,,,from_vizier
Furtak2023,6352,6352.1,3.610737,-30.420233,69.561697,-72.341871,,unknown,,,from_vizier
Furtak2023,6353,6353.1,3.633170,-30.420086,139.203167,-71.834507,,unknown,,,from_vizier
Furtak2023,6354,6354.1,3.612408,-30.420089,74.747222,-71.826068,,unknown,,,from_vizier
Furtak2023,6355,6355.1,3.606454,-30.420289,56.265733,-72.539580,,unknown,,,from_vizier
Furtak2023,6356,6356.1,3.666679,-30.420066,243.226409,-71.817595,,unknown,,,from_vizier
Furtak2023,6357,6357.1,3.665402,-30.420074,239.262094,-71.845044,,unknown,,,from_vizier
Furtak2023,6358,6358.1,3.662635,-30.420110,230.671773,-71.968503,,unknown,,,from_vizier
Furtak2023,6359,6359.1,3.659814,-30.420081,221.914901,-71.856760,,unknown,,,from_vizier
Furtak2023,6360,6360.1,3.575012,-30.420230,-41.345720,-72.327082,,unknown,,,from_vizier
Furtak2023,6361,6361.1,3.651312,-30.420051,195.523292,-71.734538,,unknown,,,from_vizier
Furtak2023,6362,6362.1,3.634343,-30.420092,142.841807,-71.857124,,unknown,,,from_vizier
Furtak2023,6363,6363.1,3.618210,-30.420113,92.760157,-71.916409,,unknown,,,from_vizier
Furtak2023,6364,6364.1,3.568546,-30.420110,-61.416230,-71.896135,,unknown,,,from_vizier
Furtak2023,6365,6365.1,3.652277,-30.420067,198.516488,-71.791687,,unknown,,,from_vizier
Furtak2023,6366,6366.1,3.650947,-30.420136,194.390157,-72.040620,,unknown,,,from_vizier
Furtak2023,6367,6367.1,3.635329,-30.420058,145.902811,-71.735912,,unknown,,,from_vizier
Furtak2023,6368,6368.1,3.614207,-30.420111,80.332156,-71.904100,,unknown,,,from_vizier
Furtak2023,6369,6369.1,3.600610,-30.420066,38.123236,-71.736707,,unknown,,,from_vizier
Furtak2023,6370,6370.1,3.583373,-30.420108,-15.388684,-71.885363,,unknown,,,from_vizier
Furtak2023,6371,6371.1,3.639832,-30.420023,159.883342,-71.614358,,unknown,,,from_vizier
Furtak2023,6372,6372.1,3.623207,-30.420183,108.271992,-72.171087,,unknown,,,from_vizier
Furtak2023,6373,6373.1,3.612436,-30.420027,74.836474,-71.602269,,unknown,,,from_vizier
Furtak2023,6374,6374.1,3.609701,-30.420043,66.343901,-71.655272,,unknown,,,from_vizier
Furtak2023,6375,6375.1,3.597236,-30.420035,27.647278,-71.623954,,unknown,,,from_vizier
Furtak2023,6376,6376.1,3.588585,-30.420161,0.791414,-72.075782,,unknown,,,from_vizier
Furtak2023,6377,6377.1,3.588719,-30.420151,1.206647,-72.038490,,unknown,,,from_vizier
Furtak2023,6378,6378.1,3.588578,-30.420255,0.770092,-72.415754,,unknown,,,from_vizier
Furtak2023,6379,6379.1,3.576976,-30.420039,-35.246703,-71.638187,,unknown,,,from_vizier
Furtak2023,6380,6380.1,3.657911,-30.420020,216.007118,-71.632885,,unknown,,,from_vizier
Furtak2023,6381,6381.1,3.638649,-30.420280,156.209157,-72.539650,,unknown,,,from_vizier
Furtak2023,6382,6382.1,3.638641,-30.420069,156.186258,-71.777454,,unknown,,,from_vizier
Furtak2023,6383,6383.1,3.668063,-30.419992,247.522998,-71.554121,,unknown,,,from_vizier
Furtak2023,6384,6384.1,3.588857,-30.419993,1.636825,-71.469140,,unknown,,,from_vizier
Furtak2023,6385,6385.1,3.624789,-30.420204,113.182781,-72.247371,,unknown,,,from_vizier
Furtak2023,6386,6386.1,3.624749,-30.420094,113.058335,-71.852641,,unknown,,,from_vizier
Furtak2023,6387,6387.1,3.624527,-30.420164,112.370290,-72.105127,,unknown,,,from_vizier
Furtak2023,6388,6388.1,3.624913,-30.420213,113.568196,-72.279581,,unknown,,,from_vizier
Furtak2023,6389,6389.1,3.618748,-30.419994,94.430085,-71.488602,,unknown,,,from_vizier
Furtak2023,6390,6390.1,3.612603,-30.420010,75.352692,-71.538739,,unknown,,,from_vizier
Furtak2023,6391,6391.1,3.598877,-30.420005,32.742479,-71.515823,,unknown,,,from_vizier
Furtak2023,6392,6392.1,3.612284,-30.420025,74.361618,-71.595058,,unknown,,,from_vizier
Furtak2023,6393,6393.1,3.565640,-30.419980,-70.440373,-71.432235,,unknown,,,from_vizier
Furtak2023,6394,6394.1,3.643868,-30.419979,172.412598,-71.461214,,unknown,,,from_vizier
Furtak2023,6395,6395.1,3.600382,-30.420103,37.413148,-71.867402,,unknown,,,from_vizier
Furtak2023,6396,6396.1,3.600471,-30.420004,37.689306,-71.511278,,unknown,,,from_vizier
Furtak2023,6397,6397.1,3.597344,-30.419955,27.983559,-71.335900,,unknown,,,from_vizier
Furtak2023,6398,6398.1,3.578837,-30.420004,-29.469185,-71.510011,,unknown,,,from_vizier
Furtak2023,6399,6399.1,3.591780,-30.419970,10.708827,-71.388892,,unknown,,,from_vizier
Furtak2023,6400,6400.1,3.591170,-30.419968,8.816758,-71.382638,,unknown,,,from_vizier
Furtak2023,6401,6401.1,3.571492,-30.420034,-52.273249,-71.621927,,unknown,,,from_vizier
Furtak2023,6402,6402.1,3.573614,-30.419943,-45.684826,-71.294370,,unknown,,,from_vizier
Furtak2023,6403,6403.1,3.572548,-30.419990,-48.993395,-71.464578,,unknown,,,from_vizier
Furtak2023,6404,6404.1,3.612273,-30.419912,74.330012,-71.188808,,unknown,,,from_vizier
Furtak2023,6405,6405.1,3.663792,-30.420007,234.266665,-71.600739,,unknown,,,from_vizier
Furtak2023,6406,6406.1,3.650022,-30.419889,191.516367,-71.147854,,unknown,,,from_vizier
Furtak2023,6407,6407.1,3.597592,-30.419963,28.752088,-71.364436,,unknown,,,from_vizier
Furtak2023,6408,6408.1,3.595816,-30.419921,23.240630,-71.213360,,unknown,,,from_vizier
Furtak2023,6409,6409.1,3.643680,-30.419952,171.827836,-71.364294,,unknown,,,from_vizier
Furtak2023,6410,6410.1,3.612542,-30.419910,75.164742,-71.180354,,unknown,,,from_vizier
Furtak2023,6411,6411.1,3.612422,-30.419893,74.791565,-71.119641,,unknown,,,from_vizier
Furtak2023,6412,6412.1,3.591443,-30.419921,9.664950,-71.212946,,unknown,,,from_vizier
Furtak2023,6413,6413.1,3.586914,-30.419894,-4.396446,-71.116099,,unknown,,,from_vizier
Furtak2023,6414,6414.1,3.579594,-30.419935,-27.119274,-71.262197,,unknown,,,from_vizier
Furtak2023,6415,6415.1,3.630626,-30.419893,131.304776,-71.135463,,unknown,,,from_vizier
Furtak2023,6416,6416.1,3.628392,-30.420019,124.369713,-71.586714,,unknown,,,from_vizier
Furtak2023,6417,6417.1,3.622680,-30.419877,106.636496,-71.068426,,unknown,,,from_vizier
Furtak2023,6418,6418.1,3.649158,-30.420025,188.835105,-71.637057,,unknown,,,from_vizier
Furtak2023,6419,6419.1,3.629090,-30.419976,126.535461,-71.431060,,unknown,,,from_vizier
Furtak2023,6420,6420.1,3.572676,-30.419877,-48.595754,-71.056539,,unknown,,,from_vizier
Furtak2023,6421,6421.1,3.660404,-30.419894,223.748207,-71.184206,,unknown,,,from_vizier
Furtak2023,6422,6422.1,3.649568,-30.419856,190.108746,-71.027604,,unknown,,,from_vizier
Furtak2023,6423,6423.1,3.594545,-30.419894,19.293128,-71.115923,,unknown,,,from_vizier
Furtak2023,6424,6424.1,3.591108,-30.419868,8.625562,-71.022392,,unknown,,,from_vizier
Furtak2023,6425,6425.1,3.625555,-30.419882,115.560822,-71.090187,,unknown,,,from_vizier
Furtak2023,6426,6426.1,3.595259,-30.420000,21.511706,-71.497457,,unknown,,,from_vizier
Furtak2023,6427,6427.1,3.589255,-30.420227,2.870424,-72.314186,,unknown,,,from_vizier
Furtak2023,6428,6428.1,3.589236,-30.419915,2.811139,-71.191270,,unknown,,,from_vizier
Furtak2023,6429,6429.1,3.589056,-30.419943,2.252256,-71.289799,,unknown,,,from_vizier
Furtak2023,6430,6430.1,3.589469,-30.420728,3.535531,-74.116637,,unknown,,,from_vizier
Furtak2023,6431,6431.1,3.589362,-30.420705,3.204041,-74.035335,,unknown,,,from_vizier
Furtak2023,6432,6432.1,3.588034,-30.419857,-0.918129,-70.982943,,unknown,,,from_vizier
Furtak2023,6433,6433.1,3.573876,-30.419867,-44.872384,-71.020396,,unknown,,,from_vizier
Furtak2023,6434,6434.1,3.664594,-30.419831,236.755693,-70.965601,,unknown,,,from_vizier
Furtak2023,6435,6435.1,3.662348,-30.419826,229.782145,-70.946148,,unknown,,,from_vizier
Furtak2023,6436,6436.1,3.584896,-30.419945,-10.660144,-71.297095,,unknown,,,from_vizier
Furtak2023,6437,6437.1,3.584787,-30.419858,-10.997688,-70.984215,,unknown,,,from_vizier
Furtak2023,6438,6438.1,3.655785,-30.419852,209.407659,-71.025538,,unknown,,,from_vizier
Furtak2023,6439,6439.1,3.626271,-30.419866,117.785315,-71.033007,,unknown,,,from_vizier
Furtak2023,6440,6440.1,3.601411,-30.419886,40.609364,-71.086227,,unknown,,,from_vizier
Furtak2023,6441,6441.1,3.623078,-30.419823,107.872026,-70.875155,,unknown,,,from_vizier
Furtak2023,6442,6442.1,3.600812,-30.419843,38.749486,-70.934174,,unknown,,,from_vizier
Furtak2023,6443,6443.1,3.587687,-30.419835,-1.997685,-70.900771,,unknown,,,from_vizier
Furtak2023,6444,6444.1,3.662149,-30.419812,229.164057,-70.894215,,unknown,,,from_vizier
Furtak2023,6445,6445.1,3.641941,-30.419810,166.432304,-70.850342,,unknown,,,from_vizier
Furtak2023,6446,6446.1,3.629280,-30.419806,127.125109,-70.821890,,unknown,,,from_vizier
Furtak2023,6447,6447.1,3.627542,-30.419810,121.730888,-70.834809,,unknown,,,from_vizier
Furtak2023,6448,6448.1,3.620981,-30.419794,101.363418,-70.770027,,unknown,,,from_vizier
Furtak2023,6449,6449.1,3.612195,-30.419868,74.087562,-71.030277,,unknown,,,from_vizier
Furtak2023,6450,6450.1,3.612237,-30.419811,74.216593,-70.822202,,unknown,,,from_vizier
Furtak2023,6451,6451.1,3.652892,-30.419815,200.428217,-70.885456,,unknown,,,from_vizier
Furtak2023,6452,6452.1,3.635641,-30.419792,146.873474,-70.778491,,unknown,,,from_vizier
Furtak2023,6453,6453.1,3.634013,-30.419799,141.818597,-70.800934,,unknown,,,from_vizier
Furtak2023,6454,6454.1,3.667514,-30.419809,245.821401,-70.895030,,unknown,,,from_vizier
Furtak2023,6455,6455.1,3.661716,-30.419963,227.820226,-71.437626,,unknown,,,from_vizier
Furtak2023,6456,6456.1,3.661632,-30.419846,227.558737,-71.014068,,unknown,,,from_vizier
Furtak2023,6457,6457.1,3.661582,-30.420202,227.404493,-72.296622,,unknown,,,from_vizier
Furtak2023,6458,6458.1,3.609077,-30.419815,64.406489,-70.835634,,unknown,,,from_vizier
Furtak2023,6459,6459.1,3.604227,-30.419779,49.350242,-70.702885,,unknown,,,from_vizier
Furtak2023,6460,6460.1,3.584375,-30.419822,-12.276980,-70.856799,,unknown,,,from_vizier
Furtak2023,6461,6461.1,3.584416,-30.419785,-12.150282,-70.722685,,unknown,,,from_vizier
Furtak2023,6462,6462.1,3.632157,-30.419980,136.058126,-71.449151,,unknown,,,from_vizier
Furtak2023,6463,6463.1,3.624793,-30.419829,113.197469,-70.897276,,unknown,,,from_vizier
Furtak2023,6464,6464.1,3.651454,-30.419734,195.962894,-70.594395,,unknown,,,from_vizier
Furtak2023,6465,6465.1,3.630836,-30.419765,131.956750,-70.675135,,unknown,,,from_vizier
Furtak2023,6466,6466.1,3.608439,-30.419767,62.427379,-70.661035,,unknown,,,from_vizier
Furtak2023,6467,6467.1,3.595244,-30.419744,21.463134,-70.575785,,unknown,,,from_vizier
Furtak2023,6468,6468.1,3.666268,-30.419728,241.951827,-70.598880,,unknown,,,from_vizier
Furtak2023,6469,6469.1,3.628116,-30.419732,123.512707,-70.552866,,unknown,,,from_vizier
Furtak2023,6470,6470.1,3.608745,-30.419755,63.377324,-70.620927,,unknown,,,from_vizier
Furtak2023,6471,6471.1,3.594659,-30.419743,19.647426,-70.569818,,unknown,,,from_vizier
Furtak2023,6472,6472.1,3.569388,-30.419732,-58.804818,-70.536454,,unknown,,,from_vizier
Furtak2023,6473,6473.1,3.637049,-30.419713,151.243442,-70.495016,,unknown,,,from_vizier
Furtak2023,6474,6474.1,3.587918,-30.419724,-1.279366,-70.502144,,unknown,,,from_vizier
Furtak2023,6475,6475.1,3.581695,-30.419747,-20.597057,-70.585393,,unknown,,,from_vizier
Furtak2023,6476,6476.1,3.639358,-30.420030,158.412654,-71.639970,,unknown,,,from_vizier
