catalog,src_id,img_id,ra_deg,dec_deg,theta_x_arcsec,theta_y_arcsec,z,z_type,z_err,pos_err_arcsec,notes
Furtak2023,0,0.1,3.615330,-30.461230,83.784063,-219.935129,,unknown,,,from_vizier
Furtak2023,1,1.1,3.616715,-30.460770,88.081563,-218.280385,,unknown,,,from_vizier
Furtak2023,2,2.1,3.618331,-30.460680,93.098086,-217.955741,,unknown,,,from_vizier
Furtak2023,3,3.1,3.617839,-30.460489,91.571264,-217.268630,,unknown,,,from_vizier
Furtak2023,4,4.1,3.616569,-30.460547,87.629140,-217.475050,,unknown,,,from_vizier
Furtak2023,5,5.1,3.618920,-30.460291,94.923995,-216.554642,,unknown,,,from_vizier
Furtak2023,6,6.1,3.619491,-30.460245,96.697815,-216.390949,,unknown,,,from_vizier
Furtak2023,7,7.1,3.619048,-30.460227,95.320529,-216.327030,,unknown,,,from_vizier
Furtak2023,8,8.1,3.615067,-30.460234,82.968592,-216.349568,,unknown,,,from_vizier
Furtak2023,9,9.1,3.616844,-30.460104,88.483403,-215.882624,,unknown,,,from_vizier
Furtak2023,10,10.1,3.620248,-30.459883,99.047074,-215.087206,,unknown,,,from_vizier
Furtak2023,11,11.1,3.620159,-30.459831,98.770180,-214.899752,,unknown,,,from_vizier
Furtak2023,12,12.1,3.617786,-30.459680,91.407413,-214.355358,,unknown,,,from_vizier
Furtak2023,13,13.1,3.615803,-30.459576,85.253172,-213.980248,,unknown,,,from_vizier
Furtak2023,14,14.1,3.617510,-30.459464,90.548889,-213.579607,,unknown,,,from_vizier
Furtak2023,15,15.1,3.616167,-30.459438,86.384071,-213.483665,,unknown,,,from_vizier
Furtak2023,16,16.1,3.618761,-30.459700,94.432649,-214.428858,,unknown,,,from_vizier
Furtak2023,17,17.1,3.619065,-30.459562,95.375128,-213.931859,,unknown,,,from_vizier
Furtak2023,18,18.1,3.616803,-30.459386,88.357697,-213.296432,,unknown,,,from_vizier
Furtak2023,19,19.1,3.620573,-30.459320,100.055903,-213.062948,,unknown,,,from_vizier
Furtak2023,20,20.1,3.620233,-30.459399,99.000341,-213.344599,,unknown,,,from_vizier
Furtak2023,21,21.1,3.616336,-30.459257,86.907864,-212.831508,,unknown,,,from_vizier
Furtak2023,22,22.1,3.620016,-30.459200,98.326333,-212.628627,,unknown,,,from_vizier
Furtak2023,23,23.1,3.617940,-30.459211,91.883742,-212.667563,,unknown,,,from_vizier
Furtak2023,24,24.1,3.621446,-30.459199,102.765573,-212.625768,,unknown,,,from_vizier
Furtak2023,25,25.1,3.620160,-30.459081,98.774554,-212.201039,,unknown,,,from_vizier
Furtak2023,26,26.1,3.619553,-30.459039,96.889043,-212.048105,,unknown,,,from_vizier
Furtak2023,27,27.1,3.619664,-30.458995,97.233701,-211.891418,,unknown,,,from_vizier
Furtak2023,28,28.1,3.615179,-30.458978,83.317300,-211.825577,,unknown,,,from_vizier
Furtak2023,29,29.1,3.617138,-30.458954,89.397112,-211.742981,,unknown,,,from_vizier
Furtak2023,30,30.1,3.616672,-30.458941,87.950991,-211.692889,,unknown,,,from_vizier
Furtak2023,31,31.1,3.618417,-30.458824,93.364775,-211.274931,,unknown,,,from_vizier
Furtak2023,32,32.1,3.615550,-30.458860,84.468003,-211.400766,,unknown,,,from_vizier
Furtak2023,33,33.1,3.616837,-30.458805,88.463048,-211.205969,,unknown,,,from_vizier
Furtak2023,34,34.1,3.618230,-30.458646,92.784931,-210.634756,,unknown,,,from_vizier
Furtak2023,35,35.1,3.614544,-30.458650,81.347018,-210.645448,,unknown,,,from_vizier
Furtak2023,36,36.1,3.616289,-30.458631,86.760590,-210.577500,,unknown,,,from_vizier
Furtak2023,37,37.1,3.614824,-30.458563,82.216088,-210.330935,,unknown,,,from_vizier
Furtak2023,38,38.1,3.617994,-30.458528,92.051627,-210.208136,,unknown,,,from_vizier
Furtak2023,39,39.1,3.622113,-30.458449,104.834681,-209.927131,,unknown,,,from_vizier
Furtak2023,40,40.1,3.619906,-30.458250,97.986952,-209.209046,,unknown,,,from_vizier
Furtak2023,41,41.1,3.622077,-30.458196,104.725145,-209.015814,,unknown,,,from_vizier
Furtak2023,42,42.1,3.619965,-30.458116,98.169573,-208.726910,,unknown,,,from_vizier
Furtak2023,43,43.1,3.620352,-30.458464,99.370298,-209.981155,,unknown,,,from_vizier
Furtak2023,44,44.1,3.617308,-30.457869,89.923883,-207.835425,,unknown,,,from_vizier
Furtak2023,45,45.1,3.618964,-30.457833,95.064971,-207.707177,,unknown,,,from_vizier
Furtak2023,46,46.1,3.623194,-30.457783,108.190826,-207.530273,,unknown,,,from_vizier
Furtak2023,47,47.1,3.622119,-30.457834,104.853108,-207.715464,,unknown,,,from_vizier
Furtak2023,48,48.1,3.619695,-30.457691,97.332589,-207.197973,,unknown,,,from_vizier
Furtak2023,49,49.1,3.620117,-30.457628,98.640474,-206.970573,,unknown,,,from_vizier
Furtak2023,50,50.1,3.622180,-30.457484,105.044771,-206.455286,,unknown,,,from_vizier
Furtak2023,51,51.1,3.622861,-30.457447,107.156986,-206.321718,,unknown,,,from_vizier
Furtak2023,52,52.1,3.622715,-30.457384,106.704866,-206.095623,,unknown,,,from_vizier
Furtak2023,53,53.1,3.612678,-30.457268,75.557924,-205.668544,,unknown,,,from_vizier
Furtak2023,54,54.1,3.621548,-30.457178,103.084416,-205.350776,,unknown,,,from_vizier
Furtak2023,55,55.1,3.620595,-30.457085,100.124436,-205.014992,,unknown,,,from_vizier
Furtak2023,56,56.1,3.616528,-30.457086,87.504349,-205.015152,,unknown,,,from_vizier
Furtak2023,57,57.1,3.616022,-30.457169,85.935065,-205.315821,,unknown,,,from_vizier
Furtak2023,58,58.1,3.624353,-30.457258,111.788532,-205.640936,,unknown,,,from_vizier
Furtak2023,59,59.1,3.624700,-30.457190,112.864382,-205.398171,,unknown,,,from_vizier
Furtak2023,60,60.1,3.624060,-30.457225,110.878183,-205.523587,,unknown,,,from_vizier
Furtak2023,61,61.1,3.624385,-30.457040,111.887174,-204.858020,,unknown,,,from_vizier
Furtak2023,62,62.1,3.623953,-30.457347,110.546968,-205.963497,,unknown,,,from_vizier
Furtak2023,63,63.1,3.621551,-30.456958,103.094022,-204.561632,,unknown,,,from_vizier
Furtak2023,64,64.1,3.614371,-30.457366,80.812380,-206.023038,,unknown,,,from_vizier
Furtak2023,65,65.1,3.614169,-30.456996,80.185722,-204.690679,,unknown,,,from_vizier
Furtak2023,66,66.1,3.621035,-30.456853,101.491764,-204.181800,,unknown,,,from_vizier
Furtak2023,67,67.1,3.615220,-30.456889,83.445738,-204.307460,,unknown,,,from_vizier
Furtak2023,68,68.1,3.621437,-30.456750,102.739953,-203.810986,,unknown,,,from_vizier
Furtak2023,69,69.1,3.615232,-30.456681,83.484054,-203.555864,,unknown,,,from_vizier
Furtak2023,70,70.1,3.622571,-30.456594,106.257304,-203.249113,,unknown,,,from_vizier
Furtak2023,71,71.1,3.618498,-30.456595,93.618585,-203.248977,,unknown,,,from_vizier
Furtak2023,72,72.1,3.619132,-30.456553,95.587860,-203.098621,,unknown,,,from_vizier
Furtak2023,73,73.1,3.615855,-30.456577,85.415769,-203.183419,,unknown,,,from_vizier
Furtak2023,74,74.1,3.618817,-30.456512,94.608157,-202.952210,,unknown,,,from_vizier
Furtak2023,75,75.1,3.616141,-30.456510,86.304418,-202.943576,,unknown,,,from_vizier
Furtak2023,76,76.1,3.617899,-30.456567,91.761117,-203.147751,,unknown,,,from_vizier
Furtak2023,77,77.1,3.616596,-30.456434,87.715909,-202.670225,,unknown,,,from_vizier
Furtak2023,78,78.1,3.624309,-30.456380,111.651365,-202.481628,,unknown,,,from_vizier
Furtak2023,79,79.1,3.621336,-30.456396,102.425914,-202.537763,,unknown,,,from_vizier
Furtak2023,80,80.1,3.612848,-30.456340,76.084875,-202.327106,,unknown,,,from_vizier
Furtak2023,81,81.1,3.625718,-30.456362,116.025100,-202.420095,,unknown,,,from_vizier
Furtak2023,82,82.1,3.614258,-30.456329,80.461999,-202.290219,,unknown,,,from_vizier
Furtak2023,83,83.1,3.623412,-30.456302,108.868466,-202.201017,,unknown,,,from_vizier
Furtak2023,84,84.1,3.622421,-30.456293,105.791669,-202.168068,,unknown,,,from_vizier
Furtak2023,85,85.1,3.613483,-30.456547,78.055188,-203.072324,,unknown,,,from_vizier
Furtak2023,86,86.1,3.613404,-30.456479,77.811053,-202.828629,,unknown,,,from_vizier
Furtak2023,87,87.1,3.613402,-30.456358,77.804349,-202.395177,,unknown,,,from_vizier
Furtak2023,88,88.1,3.616423,-30.456328,87.180906,-202.285824,,unknown,,,from_vizier
Furtak2023,89,89.1,3.622564,-30.456218,106.235778,-201.896050,,unknown,,,from_vizier
Furtak2023,90,90.1,3.614982,-30.456374,82.706599,-202.453164,,unknown,,,from_vizier
Furtak2023,91,91.1,3.613236,-30.456225,77.289531,-201.914656,,unknown,,,from_vizier
Furtak2023,92,92.1,3.619071,-30.456245,95.395819,-201.992185,,unknown,,,from_vizier
Furtak2023,93,93.1,3.623715,-30.456111,109.808747,-201.514093,,unknown,,,from_vizier
Furtak2023,94,94.1,3.617044,-30.456124,89.108526,-201.552456,,unknown,,,from_vizier
Furtak2023,95,95.1,3.616220,-30.456110,86.551201,-201.502612,,unknown,,,from_vizier
Furtak2023,96,96.1,3.616614,-30.456043,87.772102,-201.263516,,unknown,,,from_vizier
Furtak2023,97,97.1,3.615430,-30.456039,84.099988,-201.246410,,unknown,,,from_vizier
Furtak2023,98,98.1,3.618525,-30.456038,93.701813,-201.243523,,unknown,,,from_vizier
Furtak2023,99,99.1,3.617526,-30.455986,90.604213,-201.055692,,unknown,,,from_vizier
Furtak2023,100,100.1,3.614440,-30.456026,81.025121,-201.198565,,unknown,,,from_vizier
Furtak2023,101,101.1,3.616788,-30.455957,88.313392,-200.953717,,unknown,,,from_vizier
Furtak2023,102,102.1,3.619855,-30.456089,97.831861,-201.428753,,unknown,,,from_vizier
Furtak2023,103,103.1,3.620991,-30.455887,101.357301,-200.703573,,unknown,,,from_vizier
Furtak2023,104,104.1,3.624850,-30.456110,113.330806,-201.509040,,unknown,,,from_vizier
Furtak2023,105,105.1,3.624296,-30.456105,111.611962,-201.492588,,unknown,,,from_vizier
Furtak2023,106,106.1,3.625030,-30.455944,113.890519,-200.912995,,unknown,,,from_vizier
Furtak2023,107,107.1,3.623809,-30.455761,110.099922,-200.253954,,unknown,,,from_vizier
Furtak2023,108,108.1,3.615331,-30.455739,83.792689,-200.164809,,unknown,,,from_vizier
Furtak2023,109,109.1,3.614580,-30.455708,81.459621,-200.054533,,unknown,,,from_vizier
Furtak2023,110,110.1,3.624002,-30.455689,110.699397,-199.992607,,unknown,,,from_vizier
Furtak2023,111,111.1,3.624364,-30.455650,111.824834,-199.855064,,unknown,,,from_vizier
Furtak2023,112,112.1,3.614284,-30.455672,80.541922,-199.923773,,unknown,,,from_vizier
Furtak2023,113,113.1,3.614749,-30.455652,81.986176,-199.851280,,unknown,,,from_vizier
Furtak2023,114,114.1,3.625258,-30.455602,114.597243,-199.681778,,unknown,,,from_vizier
Furtak2023,115,115.1,3.626989,-30.455548,119.968351,-199.489931,,unknown,,,from_vizier
Furtak2023,116,116.1,3.614840,-30.455559,82.269471,-199.517511,,unknown,,,from_vizier
Furtak2023,117,117.1,3.611481,-30.455531,71.843881,-199.415399,,unknown,,,from_vizier
Furtak2023,118,118.1,3.619752,-30.455497,97.511372,-199.297134,,unknown,,,from_vizier
Furtak2023,119,119.1,3.614282,-30.455480,80.537459,-199.233302,,unknown,,,from_vizier
Furtak2023,120,120.1,3.611586,-30.455439,72.170940,-199.082371,,unknown,,,from_vizier
Furtak2023,121,121.1,3.618706,-30.455424,94.265950,-199.035801,,unknown,,,from_vizier
Furtak2023,122,122.1,3.619888,-30.455388,97.934388,-198.905019,,unknown,,,from_vizier
Furtak2023,123,123.1,3.626720,-30.455384,119.135940,-198.898130,,unknown,,,from_vizier
Furtak2023,124,124.1,3.627220,-30.455400,120.686513,-198.957021,,unknown,,,from_vizier
Furtak2023,125,125.1,3.625529,-30.455301,115.439357,-198.599556,,unknown,,,from_vizier
Furtak2023,126,126.1,3.622752,-30.455331,106.822897,-198.703798,,unknown,,,from_vizier
Furtak2023,127,127.1,3.622519,-30.455463,106.097767,-199.180173,,unknown,,,from_vizier
Furtak2023,128,128.1,3.622359,-30.455405,105.602845,-198.971517,,unknown,,,from_vizier
Furtak2023,129,129.1,3.618538,-30.455324,93.745391,-198.673337,,unknown,,,from_vizier
Furtak2023,130,130.1,3.618335,-30.455359,93.115649,-198.800373,,unknown,,,from_vizier
Furtak2023,131,131.1,3.615155,-30.455289,83.246794,-198.545581,,unknown,,,from_vizier
Furtak2023,132,132.1,3.615764,-30.455190,85.136735,-198.191146,,unknown,,,from_vizier
Furtak2023,133,133.1,3.625690,-30.455235,115.939704,-198.362438,,unknown,,,from_vizier
Furtak2023,134,134.1,3.623186,-30.455176,108.169335,-198.145771,,unknown,,,from_vizier
Furtak2023,135,135.1,3.629091,-30.455100,126.492433,-197.878178,,unknown,,,from_vizier
Furtak2023,136,136.1,3.617147,-30.455076,89.427976,-197.782166,,unknown,,,from_vizier
Furtak2023,137,137.1,3.613252,-30.455077,77.339600,-197.783309,,unknown,,,from_vizier
Furtak2023,138,138.1,3.626074,-30.455041,117.129925,-197.662152,,unknown,,,from_vizier
Furtak2023,139,139.1,3.619942,-30.455125,98.100133,-197.960844,,unknown,,,from_vizier
Furtak2023,140,140.1,3.611283,-30.454985,71.230792,-197.449187,,unknown,,,from_vizier
Furtak2023,141,141.1,3.611527,-30.455189,71.985754,-198.185056,,unknown,,,from_vizier
Furtak2023,142,142.1,3.626254,-30.454949,117.691015,-197.331063,,unknown,,,from_vizier
Furtak2023,143,143.1,3.625896,-30.454931,116.577124,-197.265632,,unknown,,,from_vizier
Furtak2023,144,144.1,3.620858,-30.454938,100.942892,-197.286131,,unknown,,,from_vizier
Furtak2023,145,145.1,3.624262,-30.455029,111.509090,-197.619382,,unknown,,,from_vizier
Furtak2023,146,146.1,3.612912,-30.454875,76.285491,-197.055815,,unknown,,,from_vizier
Furtak2023,147,147.1,3.629888,-30.454901,128.965956,-197.164419,,unknown,,,from_vizier
Furtak2023,148,148.1,3.629875,-30.454823,128.926902,-196.883356,,unknown,,,from_vizier
Furtak2023,149,149.1,3.624510,-30.454787,112.276679,-196.747544,,unknown,,,from_vizier
Furtak2023,150,150.1,3.619634,-30.454801,97.144837,-196.791646,,unknown,,,from_vizier
Furtak2023,151,151.1,3.626528,-30.454777,118.539925,-196.713342,,unknown,,,from_vizier
Furtak2023,152,152.1,3.626146,-30.454807,117.355443,-196.820450,,unknown,,,from_vizier
Furtak2023,153,153.1,3.610905,-30.454761,70.058201,-196.643317,,unknown,,,from_vizier
Furtak2023,154,154.1,3.625432,-30.454768,115.138182,-196.680991,,unknown,,,from_vizier
Furtak2023,155,155.1,3.624499,-30.454702,112.242781,-196.439562,,unknown,,,from_vizier
Furtak2023,156,156.1,3.611967,-30.454713,73.353336,-196.471590,,unknown,,,from_vizier
Furtak2023,157,157.1,3.622213,-30.454720,105.149263,-196.503388,,unknown,,,from_vizier
Furtak2023,158,158.1,3.610810,-30.454642,69.763475,-196.215790,,unknown,,,from_vizier
Furtak2023,159,159.1,3.614070,-30.454782,79.878645,-196.720322,,unknown,,,from_vizier
Furtak2023,160,160.1,3.612293,-30.454616,74.364860,-196.122561,,unknown,,,from_vizier
Furtak2023,161,161.1,3.625859,-30.454596,116.463592,-196.059656,,unknown,,,from_vizier
Furtak2023,162,162.1,3.622587,-30.454548,106.311735,-195.885446,,unknown,,,from_vizier
Furtak2023,163,163.1,3.616405,-30.454605,87.126372,-196.084634,,unknown,,,from_vizier
Furtak2023,164,164.1,3.616454,-30.454538,87.277643,-195.842091,,unknown,,,from_vizier
Furtak2023,165,165.1,3.616866,-30.454597,88.555818,-196.058086,,unknown,,,from_vizier
Furtak2023,166,166.1,3.616672,-30.454537,87.953237,-195.839808,,unknown,,,from_vizier
Furtak2023,167,167.1,3.616546,-30.454501,87.561704,-195.710261,,unknown,,,from_vizier
Furtak2023,168,168.1,3.616261,-30.454476,86.677754,-195.621127,,unknown,,,from_vizier
Furtak2023,169,169.1,3.614610,-30.454472,81.556335,-195.603450,,unknown,,,from_vizier
Furtak2023,170,170.1,3.615588,-30.454424,84.589537,-195.432487,,unknown,,,from_vizier
Furtak2023,171,171.1,3.615194,-30.454469,83.367300,-195.593798,,unknown,,,from_vizier
Furtak2023,172,172.1,3.612618,-30.454344,75.373074,-195.143207,,unknown,,,from_vizier
Furtak2023,173,173.1,3.627043,-30.454376,120.138915,-195.268440,,unknown,,,from_vizier
Furtak2023,174,174.1,3.626607,-30.454330,118.785477,-195.105725,,unknown,,,from_vizier
Furtak2023,175,175.1,3.622741,-30.454549,106.786622,-195.887342,,unknown,,,from_vizier
Furtak2023,176,176.1,3.622793,-30.454401,106.951082,-195.355422,,unknown,,,from_vizier
Furtak2023,177,177.1,3.623751,-30.454278,109.924008,-194.915707,,unknown,,,from_vizier
Furtak2023,178,178.1,3.613980,-30.454218,79.600720,-194.689576,,unknown,,,from_vizier
Furtak2023,179,179.1,3.621397,-30.454075,102.618686,-194.180548,,unknown,,,from_vizier
Furtak2023,180,180.1,3.625738,-30.454081,116.088194,-194.207306,,unknown,,,from_vizier
Furtak2023,181,181.1,3.611232,-30.454057,71.071142,-194.109194,,unknown,,,from_vizier
Furtak2023,182,182.1,3.617944,-30.454053,91.901765,-194.097801,,unknown,,,from_vizier
Furtak2023,183,183.1,3.621169,-30.454003,101.910788,-193.920938,,unknown,,,from_vizier
Furtak2023,184,184.1,3.619472,-30.453924,96.644291,-193.634998,,unknown,,,from_vizier
Furtak2023,185,185.1,3.622689,-30.453955,106.626701,-193.748751,,unknown,,,from_vizier
Furtak2023,186,186.1,3.625289,-30.453951,114.695231,-193.738572,,unknown,,,from_vizier
Furtak2023,187,187.1,3.612711,-30.453902,75.663605,-193.551863,,unknown,,,from_vizier
Furtak2023,188,188.1,3.613546,-30.453793,78.253959,-193.157941,,unknown,,,from_vizier
Furtak2023,189,189.1,3.624389,-30.453830,111.903099,-193.303012,,unknown,,,from_vizier
Furtak2023,190,190.1,3.615020,-30.453747,82.827100,-192.995112,,unknown,,,from_vizier
Furtak2023,191,191.1,3.625246,-30.453717,114.563983,-192.895441,,unknown,,,from_vizier
Furtak2023,192,192.1,3.630621,-30.453654,131.244090,-192.675098,,unknown,,,from_vizier
Furtak2023,193,193.1,3.621332,-30.453769,102.415277,-193.077724,,unknown,,,from_vizier
Furtak2023,194,194.1,3.631646,-30.454015,134.424207,-193.975154,,unknown,,,from_vizier
Furtak2023,195,195.1,3.631685,-30.453981,134.544008,-193.855013,,unknown,,,from_vizier
Furtak2023,196,196.1,3.619028,-30.453640,95.264903,-192.611151,,unknown,,,from_vizier
Furtak2023,197,197.1,3.629553,-30.454231,127.929757,-194.752403,,unknown,,,from_vizier
Furtak2023,198,198.1,3.629321,-30.453937,127.207810,-193.691715,,unknown,,,from_vizier
Furtak2023,199,199.1,3.615310,-30.453604,83.729522,-192.479954,,unknown,,,from_vizier
Furtak2023,200,200.1,3.619580,-30.453559,96.979095,-192.321934,,unknown,,,from_vizier
Furtak2023,201,201.1,3.618353,-30.453591,93.170959,-192.434643,,unknown,,,from_vizier
Furtak2023,202,202.1,3.626551,-30.453531,118.611555,-192.226249,,unknown,,,from_vizier
Furtak2023,203,203.1,3.632175,-30.453490,136.066648,-192.087711,,unknown,,,from_vizier
Furtak2023,204,204.1,3.616988,-30.453473,88.937164,-192.008694,,unknown,,,from_vizier
Furtak2023,205,205.1,3.626613,-30.453455,118.804260,-191.954303,,unknown,,,from_vizier
Furtak2023,206,206.1,3.612733,-30.453520,75.730662,-192.177623,,unknown,,,from_vizier
Furtak2023,207,207.1,3.625576,-30.453286,115.586203,-191.343130,,unknown,,,from_vizier
Furtak2023,208,208.1,3.623343,-30.453325,108.658601,-191.482465,,unknown,,,from_vizier
Furtak2023,209,209.1,3.630835,-30.453287,131.908021,-191.352895,,unknown,,,from_vizier
Furtak2023,210,210.1,3.633152,-30.453244,139.098384,-191.202707,,unknown,,,from_vizier
Furtak2023,211,211.1,3.625779,-30.453245,116.218924,-191.198166,,unknown,,,from_vizier
Furtak2023,212,212.1,3.615738,-30.453205,85.058225,-191.043462,,unknown,,,from_vizier
Furtak2023,213,213.1,3.632398,-30.453183,136.759061,-190.980520,,unknown,,,from_vizier
Furtak2023,214,214.1,3.612647,-30.453151,75.463940,-190.848866,,unknown,,,from_vizier
Furtak2023,215,215.1,3.613629,-30.453233,78.510839,-191.144723,,unknown,,,from_vizier
Furtak2023,216,216.1,3.613721,-30.453149,78.797418,-190.842193,,unknown,,,from_vizier
Furtak2023,217,217.1,3.616629,-30.453217,87.823087,-191.086968,,unknown,,,from_vizier
Furtak2023,218,218.1,3.610894,-30.453165,70.022775,-190.897981,,unknown,,,from_vizier
Furtak2023,219,219.1,3.621057,-30.453062,101.564477,-190.535593,,unknown,,,from_vizier
Furtak2023,220,220.1,3.612879,-30.453042,76.184875,-190.454552,,unknown,,,from_vizier
Furtak2023,221,221.1,3.623455,-30.453060,109.005734,-190.530475,,unknown,,,from_vizier
Furtak2023,222,222.1,3.628422,-30.453020,124.419811,-190.389082,,unknown,,,from_vizier
Furtak2023,223,223.1,3.624355,-30.453020,111.797130,-190.384598,,unknown,,,from_vizier
Furtak2023,224,224.1,3.614364,-30.452995,80.793108,-190.288768,,unknown,,,from_vizier
Furtak2023,225,225.1,3.613487,-30.452977,78.071341,-190.222210,,unknown,,,from_vizier
Furtak2023,226,226.1,3.628483,-30.452934,124.608180,-190.081647,,unknown,,,from_vizier
Furtak2023,227,227.1,3.623236,-30.452834,108.324823,-189.715419,,unknown,,,from_vizier
Furtak2023,228,228.1,3.610482,-30.452865,68.746180,-189.815042,,unknown,,,from_vizier
Furtak2023,229,229.1,3.618860,-30.452931,94.744486,-190.061751,,unknown,,,from_vizier
Furtak2023,230,230.1,3.619910,-30.452844,98.004835,-189.746858,,unknown,,,from_vizier
Furtak2023,231,231.1,3.620245,-30.452790,99.043452,-189.555280,,unknown,,,from_vizier
Furtak2023,232,232.1,3.632524,-30.452877,137.151662,-189.879644,,unknown,,,from_vizier
Furtak2023,233,233.1,3.616179,-30.452737,86.426164,-189.360283,,unknown,,,from_vizier
Furtak2023,234,234.1,3.631736,-30.452612,134.704735,-188.923362,,unknown,,,from_vizier
Furtak2023,235,235.1,3.627235,-30.452642,120.735576,-189.026967,,unknown,,,from_vizier
Furtak2023,236,236.1,3.615863,-30.452659,85.446347,-189.078832,,unknown,,,from_vizier
Furtak2023,237,237.1,3.621185,-30.452617,101.960087,-188.930733,,unknown,,,from_vizier
Furtak2023,238,238.1,3.617503,-30.452634,90.534450,-188.989115,,unknown,,,from_vizier
Furtak2023,239,239.1,3.630556,-30.452834,131.043185,-189.721751,,unknown,,,from_vizier
Furtak2023,240,240.1,3.630392,-30.452701,130.534946,-189.243544,,unknown,,,from_vizier
Furtak2023,241,241.1,3.620944,-30.452545,101.215072,-188.673660,,unknown,,,from_vizier
Furtak2023,242,242.1,3.624375,-30.452512,111.862360,-188.555420,,unknown,,,from_vizier
Furtak2023,243,243.1,3.617564,-30.452513,90.723988,-188.555161,,unknown,,,from_vizier
Furtak2023,244,244.1,3.609924,-30.452516,67.014472,-188.561100,,unknown,,,from_vizier
Furtak2023,245,245.1,3.617351,-30.452474,90.063854,-188.415084,,unknown,,,from_vizier
Furtak2023,246,246.1,3.628815,-30.452542,125.638806,-188.671294,,unknown,,,from_vizier
Furtak2023,247,247.1,3.613864,-30.452473,79.241748,-188.406984,,unknown,,,from_vizier
Furtak2023,248,248.1,3.610496,-30.452486,68.790375,-188.453563,,unknown,,,from_vizier
Furtak2023,249,249.1,3.633617,-30.452452,140.541668,-188.349890,,unknown,,,from_vizier
Furtak2023,250,250.1,3.629752,-30.452428,128.548681,-188.260053,,unknown,,,from_vizier
Furtak2023,251,251.1,3.616317,-30.452431,86.853095,-188.257202,,unknown,,,from_vizier
Furtak2023,252,252.1,3.614855,-30.452420,82.317841,-188.217762,,unknown,,,from_vizier
Furtak2023,253,253.1,3.617353,-30.452351,90.068701,-187.969884,,unknown,,,from_vizier
Furtak2023,254,254.1,3.625616,-30.452340,115.713520,-187.939636,,unknown,,,from_vizier
Furtak2023,255,255.1,3.630142,-30.452409,129.758977,-188.193451,,unknown,,,from_vizier
Furtak2023,256,256.1,3.627422,-30.452324,121.317108,-187.882758,,unknown,,,from_vizier
Furtak2023,257,257.1,3.613768,-30.452308,78.942694,-187.812585,,unknown,,,from_vizier
Furtak2023,258,258.1,3.633969,-30.452330,141.635096,-187.911540,,unknown,,,from_vizier
Furtak2023,259,259.1,3.612329,-30.452336,74.477416,-187.912596,,unknown,,,from_vizier
Furtak2023,260,260.1,3.630437,-30.452271,130.674959,-187.696118,,unknown,,,from_vizier
Furtak2023,261,261.1,3.615139,-30.452255,83.200250,-187.623578,,unknown,,,from_vizier
Furtak2023,262,262.1,3.618059,-30.452269,92.260276,-187.676111,,unknown,,,from_vizier
Furtak2023,263,263.1,3.617549,-30.452200,90.677707,-187.428339,,unknown,,,from_vizier
Furtak2023,264,264.1,3.626750,-30.452387,119.230479,-188.108602,,unknown,,,from_vizier
Furtak2023,265,265.1,3.619270,-30.452126,96.018206,-187.163951,,unknown,,,from_vizier
Furtak2023,266,266.1,3.613455,-30.452155,77.972128,-187.261203,,unknown,,,from_vizier
Furtak2023,267,267.1,3.628289,-30.452075,124.007147,-186.986524,,unknown,,,from_vizier
Furtak2023,268,268.1,3.614401,-30.452097,80.907686,-187.053258,,unknown,,,from_vizier
Furtak2023,269,269.1,3.632252,-30.452072,136.307122,-186.980408,,unknown,,,from_vizier
Furtak2023,270,270.1,3.627585,-30.452061,121.824329,-186.935189,,unknown,,,from_vizier
Furtak2023,271,271.1,3.610334,-30.452185,68.286486,-187.369747,,unknown,,,from_vizier
Furtak2023,272,272.1,3.610631,-30.452141,69.209325,-187.211724,,unknown,,,from_vizier
Furtak2023,273,273.1,3.615553,-30.451981,84.484147,-186.636024,,unknown,,,from_vizier
Furtak2023,274,274.1,3.616010,-30.452171,85.903338,-187.322584,,unknown,,,from_vizier
Furtak2023,275,275.1,3.616032,-30.452047,85.970265,-186.875497,,unknown,,,from_vizier
Furtak2023,276,276.1,3.630822,-30.451935,131.871066,-186.488341,,unknown,,,from_vizier
Furtak2023,277,277.1,3.630481,-30.451990,130.812713,-186.683815,,unknown,,,from_vizier
Furtak2023,278,278.1,3.629872,-30.452065,128.920203,-186.952083,,unknown,,,from_vizier
Furtak2023,279,279.1,3.621189,-30.451929,101.974160,-186.454801,,unknown,,,from_vizier
Furtak2023,280,280.1,3.616445,-30.451912,87.252683,-186.388249,,unknown,,,from_vizier
Furtak2023,281,281.1,3.613084,-30.451926,76.820549,-186.436624,,unknown,,,from_vizier
Furtak2023,282,282.1,3.625447,-30.451926,115.189445,-186.448380,,unknown,,,from_vizier
Furtak2023,283,283.1,3.618796,-30.451895,94.548410,-186.331370,,unknown,,,from_vizier
Furtak2023,284,284.1,3.618271,-30.451889,92.917397,-186.308714,,unknown,,,from_vizier
Furtak2023,285,285.1,3.618215,-30.451885,92.744041,-186.295497,,unknown,,,from_vizier
Furtak2023,286,286.1,3.625890,-30.451876,116.562662,-186.267963,,unknown,,,from_vizier
Furtak2023,287,287.1,3.618440,-30.451824,93.444643,-186.075386,,unknown,,,from_vizier
Furtak2023,288,288.1,3.621958,-30.451787,104.359936,-185.943309,,unknown,,,from_vizier
Furtak2023,289,289.1,3.613892,-30.451809,79.330702,-186.017367,,unknown,,,from_vizier
