# theta_star=30.0,redshift=0.308
# x,y,kappa_star,slope,chi2
1.357025877542276504e+01,1.372609557896903425e+02,6.273721047077706281e+00,4.000001164065623005e-01,1.923944208030119262e+04
3.325540064291581643e+01,2.235336234624551821e+01,9.847601190797881932e-03,1.384125764799315705e+00,6.864108271669278110e+03
1.350564460182061737e+02,1.286911797722335109e+02,2.049564882522517811e-02,1.571854369665105278e+00,7.122159164293543654e+03
