# theta_star=30.0,redshift=0.308
# x,y,kappa_star,slope,chi2
7.249436997517231873e+01,4.424200361990185115e+01,4.210034378624328277e-01,4.000000118760468348e-01,6.693699428607433219e+03
8.770649425929187259e+01,2.863653757036228598e+01,1.838516909549298417e-01,5.220075375070258872e-01,6.740387260201096979e+03
