# theta_star=30.0,redshift=0.308
# x,y,kappa_star,slope,chi2
5.962373186310706075e+01,2.742698427174264708e+01,1.353740150671924602e-01,6.805426731424192299e-01,6.765211928690434434e+03
8.721175275412943506e+01,4.252938450728694875e+01,4.691321406706198127e-01,4.000000003907914214e-01,6.701608247943946481e+03
